,Usename,Time,Like_count,Comments,blogger,sentiments,weight,isFan
8933,奥蓝纳的拥抱,Sun Mar 15 14:14:12 +0800 2020,0.0,"""好可爱""",xlzy,0.8789676580241895,0.0,False
8934,社会主义接班人up_hao,Sun Mar 15 14:14:14 +0800 2020,0.0,"""你果然预测的没上热搜""",xlzy,0.4704023939704677,0.0,False
8935,小葵的朵朵,Sun Mar 15 14:14:14 +0800 2020,0.0,"""温柔又有礼貌的蔡pd""",xlzy,0.9670178710265349,0.0,True
8936,我不是很想1688,Sun Mar 15 14:14:07 +0800 2020,0.0,"""""",xlzy,0.5,0.0,False
8937,蔡学长的保温瓶,Sun Mar 15 14:14:15 +0800 2020,0.0,"""蔡学长你的5G还是要加快点""",xlzy,0.36945839276049774,0.0,False
8938,朱朱浩浩070209,Sun Mar 15 14:14:16 +0800 2020,0.0,"""想看pd跳女团舞""",xlzy,0.5809865804508275,0.0,False
8939,喜欢菜菜第一名,Sun Mar 15 14:14:20 +0800 2020,0.0,"""啊啊啊啊啊啊我来迟了""",xlzy,0.8678569536144267,0.0,True
8940,崽崽的亲姨母,Sun Mar 15 14:14:25 +0800 2020,0.0,"""温柔又严格的蔡代表""",xlzy,0.9681480310846784,0.0,False
8941,miss尐尐猫,Sun Mar 15 14:14:26 +0800 2020,0.0,"""有专访看""",xlzy,0.24276233717899542,0.0,False
8942,kun坤家的小影子,Sun Mar 15 14:14:30 +0800 2020,0.0,"""pick蔡PD@蔡徐坤""",xlzy,0.9426090809601922,0.0,True
8943,追坤少女灵,Sun Mar 15 14:14:09 +0800 2020,0.0,"""蔡蔡好可爱啊我的妈呀""",xlzy,0.9925086256555194,0.0,True
8944,一点也不可爱的大婷子,Sun Mar 15 14:14:08 +0800 2020,0.0,"""哈哈哈哈哈哈哈哈哈哈哈哈哈哈 好可爱的蔡PD""",xlzy,0.9999727448666417,0.0,False
8945,香香的1996,Sun Mar 15 14:13:54 +0800 2020,0.0,"""蔡PD的功课做得很好哎！""",xlzy,0.9777316149161338,0.0,False
8946,hello蔡大奎,Sun Mar 15 14:13:56 +0800 2020,0.0,"""蔡学长冲鸭！""",xlzy,0.2957902371773168,0.0,False
8947,爱小猫咪的小玫瑰,Sun Mar 15 14:13:55 +0800 2020,0.0,"""哈哈哈，太搞笑了""",xlzy,0.6776618555846141,0.0,False
8948,遇见最美的就是你啊,Sun Mar 15 14:13:56 +0800 2020,0.0,"""太可爱了""",xlzy,0.6663463298769546,0.0,False
8949,一枚小粉丝82,Sun Mar 15 14:13:55 +0800 2020,0.0,"""温柔又暖心的蔡pd冲鸭""",xlzy,0.9818559581917531,0.0,True
8950,赤羽加茂,Sun Mar 15 14:13:56 +0800 2020,0.0,"""蔡徐坤好可爱""",xlzy,0.9671395530151912,0.0,False
8951,skyyyc,Sun Mar 15 14:13:57 +0800 2020,0.0,"""#蔡徐坤 青你2制作人代表#""",xlzy,0.9369312162341514,0.0,False
8952,八二度甜茶,Sun Mar 15 14:13:57 +0800 2020,0.0,"""我来了我来了""",xlzy,0.5262327818078083,0.0,False
8953,蔡学长的保温瓶,Sun Mar 15 14:13:58 +0800 2020,0.0,"""现在会截图了吗哈哈哈""",xlzy,0.8612257575071821,0.0,False
8954,G妖孽在此,Sun Mar 15 14:14:06 +0800 2020,0.0,"""5G还要再提一提""",xlzy,0.17234247749014708,0.0,False
8955,遇见星辰-坤,Sun Mar 15 14:13:58 +0800 2020,0.0,"""#蔡徐坤点评# 蔡PD冲呀@蔡徐坤 #青2青春制作人代表蔡徐坤#""",xlzy,0.9999314900306742,0.0,True
8956,小彩的幸运6号,Sun Mar 15 14:13:59 +0800 2020,0.0,"""我来啦啦啦""",xlzy,0.5262327818078083,0.0,False
8957,ikun_kira,Sun Mar 15 14:13:59 +0800 2020,0.0,"""新采访！我来了！""",xlzy,0.6894109580969703,0.0,False
8958,蔡小花_,Sun Mar 15 14:13:59 +0800 2020,0.0,"""革命情谊""",xlzy,0.9802044812834257,0.0,False
8959,蔡徐坤马来西亚Ikun后援会,Sun Mar 15 14:13:59 +0800 2020,0.0,"""蔡徐坤｜#青2青春制作人代表蔡徐坤#  坤pd新的采访！@蔡徐坤""",xlzy,0.9998741742215191,0.0,True
8960,大奎家的小葵葵-,Sun Mar 15 14:14:03 +0800 2020,0.0,"""哈哈哈哈哈哈 蔡pd很严格的哦！！#蔡徐坤点评#""",xlzy,0.9982923610073818,0.0,True
8961,youkywang2013,Sun Mar 15 14:13:22 +0800 2020,0.0,"""可爱""",xlzy,0.8088888888888889,0.0,False
8962,阿且的葵喵,Sun Mar 15 14:13:18 +0800 2020,0.0,"""冲呀~""",xlzy,0.5,0.0,False
8963,想改一个关于蔡徐坤的名字,Sun Mar 15 14:14:31 +0800 2020,0.0,"""蔡徐坤怎么那么好笑""",xlzy,0.6237662106064772,0.0,True
8964,要風得瘋要雲得暈,Sun Mar 15 14:12:39 +0800 2020,0.0,"""蔡徐坤冲啊""",xlzy,0.8182313426953005,0.0,False
8965,snowy龟龟,Sun Mar 15 14:12:33 +0800 2020,0.0,"""哇，新鲜采访！""",xlzy,0.5889709645028742,0.0,False
8966,喵咩哞MM,Sun Mar 15 14:12:35 +0800 2020,0.0,"""哈哈哈蔡徐坤你现在是搞笑艺人了吗""",xlzy,0.9341042502566129,0.0,False
8967,小葵牌子的鱼,Sun Mar 15 14:12:35 +0800 2020,0.0,"""蔡徐坤""",xlzy,0.8182313426953005,0.0,True
8968,扣子坏掉的葵葵妈咪,Sun Mar 15 14:12:36 +0800 2020,0.0,"""我火速赶来""",xlzy,0.1837233963534416,0.0,True
8969,猪咪菜小葵,Sun Mar 15 14:12:37 +0800 2020,0.0,"""好可爱啊""",xlzy,0.8789676580241895,0.0,True
8970,Nicole的坤,Sun Mar 15 14:12:38 +0800 2020,0.0,"""还强调自己是5G，没一会就被打脸了笑死我了""",xlzy,0.07371803481202677,0.0,True
8971,奎葵的卡卡,Sun Mar 15 14:12:38 +0800 2020,0.0,"""哈哈哈哈哈""",xlzy,0.8684210526315791,0.0,True
8972,我是坤坤的小太阳啊,Sun Mar 15 14:12:32 +0800 2020,0.0,"""很可爱啊@蔡徐坤 """,xlzy,0.9930674935522389,0.0,True
8973,千年灵芝,Sun Mar 15 14:12:41 +0800 2020,0.0,"""哈哈哈哈哈哈哈好可爱""",xlzy,0.9961151344457101,0.0,False
8974,紫藤花开865,Sun Mar 15 14:12:41 +0800 2020,0.0,"""蔡代表我来了！""",xlzy,0.8527152302963404,0.0,False
8975,Colababe,Sun Mar 15 14:12:43 +0800 2020,0.0,"""哈哈哈哈哈蔡徐坤一本正经地在搞笑""",xlzy,0.9595935772929081,0.0,False
8976,阿拉小彩玩泥巴,Sun Mar 15 14:12:44 +0800 2020,0.0,"""笑死我了""",xlzy,0.4913691286285672,0.0,False
8977,是罐头总会过期,Sun Mar 15 14:12:44 +0800 2020,0.0,"""你现在会了？哈哈哈哈 之前不会吗""",xlzy,0.8130674409487921,0.0,False
8978,小葵牌子的鱼,Sun Mar 15 14:12:45 +0800 2020,0.0,"""超级喜欢蔡PD""",xlzy,0.872534786560169,0.0,True
8979,喵喵乔超爱小坤哥,Sun Mar 15 14:12:33 +0800 2020,0.0,"""冲呀hhhhhhhh""",xlzy,0.5,0.0,True
8980,栀凉--,Sun Mar 15 14:12:31 +0800 2020,0.0,"""蔡pd""",xlzy,0.8182313426953005,0.0,False
8981,辛巴的巴啦啦,Sun Mar 15 14:12:46 +0800 2020,0.0,"""冲鸭#蔡徐坤 青你2制作人代表# #蔡徐坤点评#""",xlzy,0.2962298987287608,0.0,False
8982,吃得饱饱唷,Sun Mar 15 14:12:22 +0800 2020,0.0,"""#蔡徐坤冲呀# 5g冲浪哈哈哈哈哈哈哈""",xlzy,0.985103579580563,0.0,False
8983,崽崽不要饿肚子,Sun Mar 15 14:12:12 +0800 2020,0.0,"""哈哈哈哈哈哈哈好好笑啊他#蔡徐坤点评#""",xlzy,0.9424592987051362,0.0,False
8984,A是菜包的艾琳,Sun Mar 15 14:12:13 +0800 2020,0.0,"""#蔡徐坤冲呀# 安排！！！""",xlzy,0.5133483199341132,0.0,False
8985,风凛时聆,Sun Mar 15 14:12:15 +0800 2020,0.0,"""冲呀是什么鬼啦哈哈哈哈哈哈哈哈""",xlzy,0.9856833722692878,0.0,False
8986,82号葵葵猪,Sun Mar 15 14:12:14 +0800 2020,0.0,"""哈哈哈你造句真的有点土哎""",xlzy,0.8467309440124009,0.0,True
8987,静守己心陪伴KUN,Sun Mar 15 14:12:15 +0800 2020,0.0,"""什么什么有采访""",xlzy,0.5999999999999999,0.0,True
8988,疏离的夏,Sun Mar 15 14:12:22 +0800 2020,0.0,"""哈哈哈哈哈哈宝贝好好笑""",xlzy,0.9892004476650161,0.0,False
8989,此生唯坤1997,Sun Mar 15 14:12:22 +0800 2020,0.0,"""虽然我是粉丝，但是蔡徐坤你的造句真的有点土""",xlzy,0.8945224567391425,0.0,True
8990,蔡徐坤的秃头新娘,Sun Mar 15 14:12:31 +0800 2020,0.0,"""“大厂工友一出手 热搜必须搞到手” 哈哈你好土""",xlzy,0.39005192113396814,0.0,True
8991,c麦莜n,Sun Mar 15 14:12:24 +0800 2020,0.0,"""哈哈哈太可爱了叭""",xlzy,0.9144107774882793,0.0,False
8992,扣子坏掉的葵葵妈咪,Sun Mar 15 14:12:24 +0800 2020,0.0,"""蔡徐坤的采访啊   我来了""",xlzy,0.8587380414712886,0.0,True
8993,小蔡日记,Sun Mar 15 14:12:27 +0800 2020,0.0,"""蔡有梗""",xlzy,0.8182313426953005,0.0,True
8994,叫我鸭莉,Sun Mar 15 14:12:29 +0800 2020,0.0,"""好可爱""",xlzy,0.8789676580241895,0.0,False
8995,5337620290-802,Sun Mar 15 14:12:30 +0800 2020,0.0,"""蔡徐坤冲呀！！！""",xlzy,0.8020859269935734,0.0,True
8996,樱桃菜丸子·,Sun Mar 15 14:12:29 +0800 2020,0.0,"""#蔡徐坤冲呀# 知道了，安排，""",xlzy,0.5133483199341132,0.0,False
8997,ikun重生,Sun Mar 15 14:12:46 +0800 2020,0.0,"""哈哈哈哈哈，好给力哦""",xlzy,0.9106767194114992,0.0,False
8998,兜兜里藏着一只猪,Sun Mar 15 14:12:47 +0800 2020,0.0,"""蔡徐坤真的好好笑哦哈哈哈哈哈哈哈""",xlzy,0.9930115975622262,0.0,False
8999,春岛葵祭,Sun Mar 15 22:21:50 +0800 2020,0.0,"""蔡徐坤真的越来越有梗了""",xlzy,0.8415398788709634,0.0,False
9000,thestarkun追困,Sun Mar 15 14:13:11 +0800 2020,0.0,"""哈哈好土蔡徐坤，不过好好笑""",xlzy,0.6206105780732681,0.0,True
9001,Cold猫pick坤坤,Sun Mar 15 14:13:01 +0800 2020,0.0,"""哈哈哈好可爱啊@蔡徐坤 @cafemomo""",xlzy,0.998591046286391,0.0,True
9002,甜可葵酱,Sun Mar 15 14:13:02 +0800 2020,0.0,"""不知道是啥意思 我不管 我就要看哥哥跳女团舞 我要闹了""",xlzy,0.9479091426121655,0.0,False
9003,冰淇凌色小香草,Sun Mar 15 14:13:03 +0800 2020,0.0,"""舒服有趣@蔡徐坤#蔡徐坤点评# 蔡徐坤""",xlzy,0.9918594093576557,0.0,False
9004,着了坤坤的魔kk,Sun Mar 15 14:13:04 +0800 2020,0.0,"""蔡徐坤真的有被土到，真的是蔡三岁""",xlzy,0.9801428840393072,0.0,True
9005,葵葵今天开心吗,Sun Mar 15 14:13:04 +0800 2020,0.0,"""马一个蔡徐坤采访   cxk""",xlzy,0.8382658068996792,0.0,True
9006,霜降寒时,Sun Mar 15 14:13:04 +0800 2020,0.0,"""太搞笑了这孩子""",xlzy,0.5138253363939698,0.0,False
9007,YUZIY,Sun Mar 15 14:13:11 +0800 2020,0.0,"""“大厂工友一出手，热搜必须搞到手”！蔡徐坤真是造句高手#青2青春制作人代表蔡徐坤#""",xlzy,0.9983428984688847,0.0,False
9008,KUN_晏x,Sun Mar 15 14:12:59 +0800 2020,0.0,"""来啦""",xlzy,0.5262327818078083,0.0,True
9009,雨yuyu嘻嘻,Sun Mar 15 14:13:12 +0800 2020,0.0,"""原来之前是真的不会截图啊""",xlzy,0.3591101688242897,0.0,False
9010,无姸得爱,Sun Mar 15 14:13:13 +0800 2020,0.0,"""是我们严格又温柔的蔡PD呀""",xlzy,0.9551099739978949,0.0,False
9011,邮寄日落-,Sun Mar 15 14:13:15 +0800 2020,0.0,"""哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈救命蔡徐坤怎么那么可爱哈哈哈   蔡徐坤冲呀""",xlzy,0.9999999999999416,0.0,False
9012,哈利波猪咪的小跟班,Sun Mar 15 14:13:15 +0800 2020,0.0,"""哈哈哈！你这么说我会觉得怪可怜的!男生嘛！怎么样都行。太好哭了吧 但是两期节目涨二十多万粉丝!蔡pd牛欸""",xlzy,0.9754451562203296,0.0,False
9013,DiNgShUoA,Sun Mar 15 14:13:17 +0800 2020,0.0,"""可可爱爱！""",xlzy,0.910710771408112,0.0,False
9014,困吗困-,Sun Mar 15 14:13:18 +0800 2020,0.0,"""是个5G的小傻瓜呀@蔡徐坤""",xlzy,0.9672095572833819,0.0,False
9015,还是很爱困,Sun Mar 15 14:13:00 +0800 2020,0.0,"""太可爱了！！！""",xlzy,0.6426026644439906,0.0,True
9016,夏洛特困了,Sun Mar 15 14:12:59 +0800 2020,0.0,"""笑s了什么蔡徐坤冲呀好tu啊哈哈哈哈哈哈""",xlzy,0.9935805399847901,0.0,False
9017,赵子玥Grace,Sun Mar 15 14:12:48 +0800 2020,0.0,"""蔡徐坤回忆偶练➬蔡徐坤滑跪杀➬蔡徐坤三个问号➬蔡徐坤公益➬蔡徐坤青春有你➬蔡徐坤 青你2制作人代表➬蔡徐坤何炅维嘉组乐队➬蔡徐坤 快乐大本营➬蔡徐坤十三行纪录片➬蔡徐坤跳any song➬#重生（Original mix）[音乐]#""",xlzy,0.9999999999980322,0.0,False
9018,我是一个聪明机智的Ikun啦啦啦,Sun Mar 15 14:12:54 +0800 2020,0.0,"""哈哈哈可爱""",xlzy,0.9617587423190475,0.0,False
9019,爱独角兽的小女孩,Sun Mar 15 14:12:49 +0800 2020,0.0,"""来了来了""",xlzy,0.8333333333333333,0.0,False
9020,茶司野客,Sun Mar 15 14:12:50 +0800 2020,0.0,"""他好温柔啊""",xlzy,0.9000798225371434,0.0,False
9021,徐坤炒的蛋炒饭,Sun Mar 15 14:12:51 +0800 2020,0.0,"""哈哈哈哈""",xlzy,0.8684210526315791,0.0,True
9022,Goat-萘芮,Sun Mar 15 14:12:52 +0800 2020,0.0,"""哈哈哈哈哈哈，好有梗""",xlzy,0.9837610107770003,0.0,False
9023,WSSY-F,Sun Mar 15 14:12:52 +0800 2020,0.0,"""哈哈哈哈cxk 冲呀""",xlzy,0.855948838728563,0.0,False
9024,痞子葵葵,Sun Mar 15 14:12:53 +0800 2020,0.0,"""翻了半天首页 终于发现原版了""",xlzy,0.05693483373161934,0.0,True
9025,困困睡醒了嘛_,Sun Mar 15 14:12:56 +0800 2020,0.0,"""蔡PD好可爱哦""",xlzy,0.9671395530151912,0.0,True
9026,82棵菜,Sun Mar 15 14:12:59 +0800 2020,0.0,"""蔡老师！""",xlzy,0.9671139583090335,0.0,True
9027,草莓味的奶坤葵,Sun Mar 15 14:12:57 +0800 2020,0.0,"""蔡徐坤冲呀 你太温柔了""",xlzy,0.9094147856680245,0.0,True
9028,奶芙泡小困·,Sun Mar 15 14:12:58 +0800 2020,0.0,"""温柔的蔡pd！""",xlzy,0.9551099739978949,0.0,True
9029,坤的蕾蕾LOVE,Sun Mar 15 14:12:59 +0800 2020,0.0,"""#蔡徐坤点评# 蔡徐坤冲呀""",xlzy,0.7484307744187638,0.0,True
9030,Wendy妞妞最好,Sun Mar 15 14:12:59 +0800 2020,0.0,"""好温暖专业的蔡pd""",xlzy,0.9931383904719272,0.0,False
9031,蔡徐坤的_哈哈_,Sun Mar 15 14:12:59 +0800 2020,0.0,"""呀，是新专访""",xlzy,0.29124088977881046,0.0,True
9032,湛月清风_熬夜不能长到185,Sun Mar 15 14:12:58 +0800 2020,0.0,"""蔡徐坤冲呀#蔡徐坤点评# #青2青春制作人代表蔡徐坤#蔡徐坤=cxk=巨C=蔡PD 时代偶像@蔡徐坤「花花世界，静守己心♡Play The Long Game」""",xlzy,0.9999993223922228,0.0,False
9033,怪怪养葵记,Sun Mar 15 14:14:30 +0800 2020,0.0,"""蔡徐坤冲呀！  你也太有梗了吧！！！！！""",xlzy,0.6325692081627308,0.0,False
9034,听风起__,Sun Mar 15 14:14:33 +0800 2020,0.0,"""所以冲呀为啥没上热搜""",xlzy,0.006130422617781739,0.0,False
9035,augKunust,Sun Mar 15 14:16:57 +0800 2020,0.0,"""蔡PD可以跳吗""",xlzy,0.669568832245673,0.0,False
9036,伴坤远行自在在心,Sun Mar 15 14:16:15 +0800 2020,0.0,"""#蔡徐坤八倍镜式点评# #蔡徐坤化身魔鬼制作人# 很用心的""",xlzy,0.9776498938914503,0.0,True
9037,KKXUE_,Sun Mar 15 14:16:10 +0800 2020,0.0,"""蔡徐坤冲呀 安排了  一点也不凶""",xlzy,0.09161299935842038,0.0,False
9038,小葵布丁儿,Sun Mar 15 14:16:10 +0800 2020,0.0,"""那个跳一下女团舞呀""",xlzy,0.5277219660707457,0.0,True
9039,谁的光荣不伴着眼泪_KUN,Sun Mar 15 14:16:12 +0800 2020,0.0,"""啊啊啊""",xlzy,0.7499999999999999,0.0,True
9040,葵琪是真的,Sun Mar 15 14:16:12 +0800 2020,0.0,"""蔡徐坤，冲啊""",xlzy,0.8182313426953005,0.0,False
9041,徐坤妈咪,Sun Mar 15 14:16:14 +0800 2020,0.0,"""啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊""",xlzy,0.9999838642887974,0.0,True
9042,sisi丝丝丝丝丝,Sun Mar 15 14:16:15 +0800 2020,0.0,"""蔡徐坤冲呀""",xlzy,0.8182313426953005,0.0,False
9043,FFF_菜大大,Sun Mar 15 14:16:17 +0800 2020,0.0,"""哈哈哈哈蔡三岁太好笑了""",xlzy,0.9372919433298177,0.0,False
9044,LH爽儿,Sun Mar 15 14:16:08 +0800 2020,0.0,"""好可爱的pd哦""",xlzy,0.8673424330379874,0.0,False
9045,LSSSQ_Kunnie,Sun Mar 15 14:16:18 +0800 2020,0.0,"""原来截屏是刚学会的哈哈哈哈哈哈哈哈哈哈""",xlzy,0.9995850605416722,0.0,False
9046,一只小甜菜唷,Sun Mar 15 14:16:19 +0800 2020,0.0,"""果然被打脸了哈哈哈""",xlzy,0.7750091381295036,0.0,False
9047,斌D佳,Sun Mar 15 14:16:19 +0800 2020,0.0,"""哈哈哈哈哈，冲呀""",xlzy,0.8684210526315791,0.0,False
9048,耳朵里住着阿拉丁,Sun Mar 15 14:16:19 +0800 2020,0.0,"""我来了我来了""",xlzy,0.5262327818078083,0.0,False
9049,月亮躲起,Sun Mar 15 14:16:20 +0800 2020,0.0,"""已阅（高冷""",xlzy,0.44846239461768966,0.0,False
9050,需要KUN陪,Sun Mar 15 14:16:21 +0800 2020,0.0,"""这孩子最近有点皮""",xlzy,0.7778835310687544,0.0,True
9051,辛柯璋,Sun Mar 15 14:16:10 +0800 2020,0.0,"""来了""",xlzy,0.5262327818078083,0.0,False
9052,奈枣_KUN,Sun Mar 15 14:16:08 +0800 2020,0.0,"""#蔡徐坤冲呀# 这不，小猫咪给你安排上""",xlzy,0.9799153379695754,0.0,True
9053,今天又是喜欢蔡徐坤的一天,Sun Mar 15 14:16:23 +0800 2020,0.0,"""5G冲浪蔡徐坤""",xlzy,0.873935082251899,0.0,True
9054,果汁美貌葵桃酱,Sun Mar 15 14:16:00 +0800 2020,0.0,"""蔡徐坤冲啊""",xlzy,0.8182313426953005,0.0,False
9055,蚂蚁是天才,Sun Mar 15 14:15:53 +0800 2020,0.0,"""5G蔡PD""",xlzy,0.8020859269935734,0.0,False
9056,你的倔强与众不同,Sun Mar 15 14:15:55 +0800 2020,0.0,"""妈耶，崽崽梗太多了，妈妈欣喜@蔡徐坤""",xlzy,0.999917628989934,0.0,False
9057,奎葵坤坤802,Sun Mar 15 14:15:55 +0800 2020,0.0,"""越来越搞笑怎么回事""",xlzy,0.2721123798313966,0.0,True
9058,我要_胖起来,Sun Mar 15 14:15:56 +0800 2020,0.0,"""太可爱了你""",xlzy,0.6663463298769546,0.0,False
9059,不可思议的圆点点,Sun Mar 15 14:15:56 +0800 2020,0.0,"""#蔡徐坤自认严格不苟言笑# #蔡徐坤冲呀#  被蔡徐坤笑死""",xlzy,0.727086282994272,0.0,False
9060,Passerbby,Sun Mar 15 14:15:59 +0800 2020,0.0,"""好的...果然打脸了笑死人了蔡大爷""",xlzy,0.8925935746909688,0.0,False
9061,菜菜坤的仙女,Sun Mar 15 14:16:01 +0800 2020,0.0,"""好好笑@蔡徐坤""",xlzy,0.9805695477345365,0.0,True
9062,蔡蔡住我家,Sun Mar 15 14:16:07 +0800 2020,0.0,"""期待pd的女团舞""",xlzy,0.8167374692508413,0.0,True
9063,fringe拟声美c,Sun Mar 15 14:16:02 +0800 2020,0.0,"""#蔡徐坤点评# #蔡徐坤化身魔鬼制作人# 恣意冲破禁锢的牢笼，无畏挣脱沸腾的孤独。碰撞蔡徐坤@蔡徐坤 未完成的梦想，找寻唯属kun不被定义的自由。 """,xlzy,0.9999999978286358,0.0,False
9064,_十六言葵,Sun Mar 15 14:16:04 +0800 2020,0.0,"""哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈蔡pd怎么这么可爱啊""",xlzy,0.9999999998211819,0.0,False
9065,才华横溢·百变·小朋友,Sun Mar 15 14:16:04 +0800 2020,0.0,"""#蔡徐坤冲呀#""",xlzy,0.7848834423144085,0.0,False
9066,爱上小kun,Sun Mar 15 14:16:05 +0800 2020,0.0,"""代表我来了""",xlzy,0.5882352941176469,0.0,False
9067,Tiffy_05,Sun Mar 15 14:16:06 +0800 2020,0.0,"""挺好的""",xlzy,0.8284246220999102,0.0,False
9068,KUN-葵Y,Sun Mar 15 14:16:07 +0800 2020,0.0,"""严格的制作人你好啊哈哈""",xlzy,0.837330186885676,0.0,True
9069,涐是醉葵禍首,Sun Mar 15 14:16:21 +0800 2020,0.0,"""哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈""",xlzy,0.9998784712282771,0.0,False
9070,August-小鱼酱,Sun Mar 15 14:16:24 +0800 2020,0.0,"""宝宝 麻咪来了""",xlzy,0.8018318644597943,0.0,False
9071,奎葵爱你,Sun Mar 15 14:15:49 +0800 2020,0.0,"""确实有点土""",xlzy,0.4557143625647635,0.0,True
9072,ikunming0026,Sun Mar 15 14:16:49 +0800 2020,0.0,"""哈哈哈蔡代表好可爱！""",xlzy,0.9955737326700034,0.0,False
9073,喜欢你的笑容0802,Sun Mar 15 14:16:41 +0800 2020,0.0,"""蔡徐坤 好喜欢你呀 好可爱呀""",xlzy,0.9906376518100491,0.0,True
9074,辣羊羊的小葵花,Sun Mar 15 14:16:44 +0800 2020,0.0,"""冲呀！哈哈哈哈好好笑""",xlzy,0.8066063397130062,0.0,True
9075,802无人岛之歌,Sun Mar 15 14:16:45 +0800 2020,0.0,"""#蔡徐坤点评# #蔡徐坤八倍镜式点评#  蔡徐坤 cxk 巨C 偶1 哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈xswl@蔡徐坤""",xlzy,0.9999845332635696,0.0,True
9076,fan范范fanfan_0526,Sun Mar 15 14:16:47 +0800 2020,0.0,"""#蔡徐坤点评# @蔡徐坤""",xlzy,0.9305178166448915,0.0,False
9077,程程程曦曦,Sun Mar 15 14:16:47 +0800 2020,0.0,"""土味吗？正常发挥好不啦""",xlzy,0.68230809223592,0.0,False
9078,August··k·c,Sun Mar 15 14:16:49 +0800 2020,0.0,"""看他的采访真的是享受！从头到尾都在傻笑的我""",xlzy,0.8347242993154455,0.0,False
9079,不啥啥啥不改名,Sun Mar 15 14:16:49 +0800 2020,0.0,"""冲牙是神魔鬼""",xlzy,0.8537131584386725,0.0,False
9080,别样的音别样的乐,Sun Mar 15 14:16:39 +0800 2020,0.0,"""我来啊来""",xlzy,0.5,0.0,False
9081,回忆ycnak,Sun Mar 15 14:16:52 +0800 2020,0.0,"""蔡徐坤，我要女团舞，不要一点点，要全部""",xlzy,0.9241276211050691,0.0,False
9082,幼恩是小西几呀,Sun Mar 15 14:16:53 +0800 2020,0.0,"""冲啊，哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈无情嘲笑！！！""",xlzy,0.9999999999999949,0.0,False
9083,Marxist66,Sun Mar 15 14:16:54 +0800 2020,0.0,"""哈哈哈""",xlzy,0.8684210526315791,0.0,False
9084,小独独117,Sun Mar 15 14:16:55 +0800 2020,0.0,"""哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈可爱温柔的蔡徐坤""",xlzy,0.9999997197664977,0.0,False
9085,August_November,Sun Mar 15 14:16:56 +0800 2020,0.0,"""每次看小坤都笑sl""",xlzy,0.8189743111985331,0.0,False
9086,限定奎葵0802,Sun Mar 15 14:16:57 +0800 2020,0.0,"""蔡徐坤你怎么真的搞笑""",xlzy,0.7894240353905458,0.0,True
9087,不好好上物理课有什么脸提王琳凯,Sun Mar 15 14:16:39 +0800 2020,0.0,"""大厂工友一出手，热搜必须搞到手""",xlzy,0.39445689438345877,0.0,False
9088,对你的body着迷k,Sun Mar 15 14:16:36 +0800 2020,0.0,"""笑死我""",xlzy,0.4913691286285672,0.0,False
9089,喜欢你的笑容0802,Sun Mar 15 14:16:25 +0800 2020,0.0,"""啊啊啊啊啊""",xlzy,0.890142453148024,0.0,True
9090,是演了一部情景剧吗_,Sun Mar 15 14:16:31 +0800 2020,0.0,"""是5g的蔡代表没错了""",xlzy,0.7691657778860929,0.0,False
9091,我的蔓蔓雨巷,Sun Mar 15 14:16:24 +0800 2020,0.0,"""#蔡徐坤点评# cxk 很棒哦""",xlzy,0.7920160245965713,0.0,False
9092,·白桃乌龙三分糖·,Sun Mar 15 14:16:27 +0800 2020,0.0,"""#青2青春制作人代表蔡徐坤# #蔡徐坤点评# 冲呀！""",xlzy,0.9834005509438877,0.0,False
9093,李婷婷TT,Sun Mar 15 14:16:29 +0800 2020,0.0,"""我才看到！！！""",xlzy,0.36307642375972804,0.0,False
9094,汐汐-kun,Sun Mar 15 14:16:28 +0800 2020,0.0,"""来啦来啦来啦""",xlzy,0.5262327818078083,0.0,False
9095,小巫婆邹邹,Sun Mar 15 14:16:30 +0800 2020,0.0,"""哈哈哈真是一个骨子里诚恳的少年，超喜你！蔡PD！""",xlzy,0.9994660544726145,0.0,False
9096,葵花籽kr,Sun Mar 15 14:16:30 +0800 2020,0.0,"""哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈蔡PD好可爱！！！""",xlzy,0.9999949050516656,0.0,True
9097,-我的小葵呢-,Sun Mar 15 14:16:31 +0800 2020,0.0,"""#青2青春制作人代表蔡徐坤# cxk#蔡徐坤点评# 现在才会截图？猪猪实锤""",xlzy,0.9884748770680747,0.0,True
9098,T_accompany_K,Sun Mar 15 14:16:37 +0800 2020,0.0,"""我可太喜欢看蔡pd采访视频了哈哈哈哈哈哈""",xlzy,0.9976673151299534,0.0,False
