,Usename,Time,Like_count,Comments,blogger,sentiments,weight,isFan
4764,茉茉的菜菜,Sun Mar 15 16:02:01 +0800 2020,0.0,"""蔡徐坤私下太可爱了吧""",xlzy,0.6456029669180713,0.0,True
4765,蔡蔡家的小妤,Sun Mar 15 16:01:55 +0800 2020,0.0,"""哈哈哈哈哈""",xlzy,0.8684210526315791,0.0,True
4766,李宇霖Smile双子IKUN,Sun Mar 15 16:01:42 +0800 2020,0.0,"""我来看蔡PD了@蔡徐坤""",xlzy,0.990593502683511,0.0,True
4767,小葵想呼呼,Sun Mar 15 16:01:39 +0800 2020,0.0,"""蔡代表""",xlzy,0.8654233973777261,0.0,True
4768,是KUN的小懒猪啊,Sun Mar 15 16:01:38 +0800 2020,0.0,"""我来啦蔡徐坤""",xlzy,0.8182313426953005,0.0,True
4769,KUN_太阳,Sun Mar 15 16:01:34 +0800 2020,0.0,"""哈哈哈哈，搞笑""",xlzy,0.7952975547922444,0.0,True
4770,小葵大葵Kun-,Sun Mar 15 16:01:31 +0800 2020,0.0,"""蔡pd的5g要提速一下哈哈哈哈哈哈""",xlzy,0.9922972047575056,0.0,True
4771,偏爱大白蔡,Sun Mar 15 16:01:28 +0800 2020,0.0,"""蔡徐坤冲呀""",xlzy,0.8182313426953005,0.0,False
4772,超级宝贝蔡奎奎,Sun Mar 15 16:01:23 +0800 2020,0.0,"""会抛梗能接梗哈哈哈哈哈""",xlzy,0.8567360954486098,0.0,False
4773,知鸥-August,Sun Mar 15 16:00:41 +0800 2020,0.0,"""哈哈哈哈哈哈，看到你好开心啊""",xlzy,0.9904827989798048,0.0,False
4774,爱坤不是三两天-KUN,Sun Mar 15 16:02:28 +0800 2020,0.0,"""蔡徐坤的新采访，我来康康""",xlzy,0.8999572529776946,0.0,True
4775,倦理桜歌·,Sun Mar 15 16:00:41 +0800 2020,0.0,"""蔡pd可可爱爱""",xlzy,0.9786840834707319,0.0,False
4776,璇璇只会喜欢你鸭,Sun Mar 15 16:00:40 +0800 2020,0.0,"""笑死我了坤你好搞笑""",xlzy,0.34314061216049896,0.0,False
4777,紫苏菜菜htg,Sun Mar 15 16:00:39 +0800 2020,0.0,"""蔡徐坤""",xlzy,0.8182313426953005,0.0,True
4778,钟郁的绝美爱情啊,Sun Mar 15 16:00:19 +0800 2020,0.0,"""哈哈哈哈哈哈好可爱""",xlzy,0.9961151344457101,0.0,False
4779,不知道起什么名字啊233,Sun Mar 15 16:00:15 +0800 2020,0.0,"""蔡徐坤！冲鸭！""",xlzy,0.609939366440313,0.0,False
4780,咳咳唷嗯KUN,Sun Mar 15 16:00:04 +0800 2020,0.0,"""蔡徐坤冲呀！""",xlzy,0.8020859269935734,0.0,True
4781,半糖布蕾甜葵,Sun Mar 15 16:00:01 +0800 2020,0.0,"""来了来了""",xlzy,0.8333333333333333,0.0,True
4782,暴暴雷可可,Sun Mar 15 15:59:56 +0800 2020,0.0,"""""",xlzy,0.5,0.0,False
4783,飚红小龙虾,Sun Mar 15 15:59:52 +0800 2020,0.0,"""好可爱哈哈哈哈哈哈""",xlzy,0.9961151344457101,0.0,False
4784,123成人礼kun,Sun Mar 15 15:59:44 +0800 2020,0.0,"""哈哈哈，帮你补补课，自己的热搜自己顶#蔡徐坤点评# #蔡徐坤 打篮球只是我的爱好# #蔡徐坤耳朵红了#""",xlzy,0.6288701230039863,0.0,False
4785,芒果冰_12,Sun Mar 15 15:59:43 +0800 2020,0.0,"""我来了""",xlzy,0.5262327818078083,0.0,False
4786,是小高同学呀呀呀呀,Sun Mar 15 15:59:41 +0800 2020,0.0,"""他好可爱，哈哈哈哈哈哈哈哈哈哈哈哈""",xlzy,0.9998895523706037,0.0,False
4787,你见过我的小葵吗,Sun Mar 15 15:59:37 +0800 2020,0.0,"""我来看啦""",xlzy,0.5875212430201505,0.0,True
4788,小琳追蔡小葵,Sun Mar 15 16:02:24 +0800 2020,0.0,"""哈哈哈哈""",xlzy,0.8684210526315791,0.0,True
4789,YouAndTheFarAway,Sun Mar 15 16:02:28 +0800 2020,0.0,"""蔡代表我来啦""",xlzy,0.8654233973777261,0.0,False
4790,我才没困呢,Sun Mar 15 16:04:54 +0800 2020,0.0,"""他真的好有梗啊_""",xlzy,0.6860708815314895,0.0,False
4791,柠萌neko,Sun Mar 15 16:03:29 +0800 2020,0.0,"""哈哈哈""",xlzy,0.8684210526315791,0.0,False
4792,娟76753,Sun Mar 15 16:04:48 +0800 2020,0.0,"""哈哈""",xlzy,0.5262327818078083,0.0,False
4793,彩彩芒果冰-,Sun Mar 15 16:04:48 +0800 2020,0.0,"""冲呀哈哈哈哈哈哈哈哈哈哈哈哈""",xlzy,0.9992783121459906,0.0,False
4794,那年遇见对的人,Sun Mar 15 16:04:28 +0800 2020,0.0,"""来了""",xlzy,0.5262327818078083,0.0,False
4795,暴躁同学小丁,Sun Mar 15 16:04:26 +0800 2020,0.0,"""好给力哦！！""",xlzy,0.6070326781070209,0.0,False
4796,淅淅沥沥的秋天,Sun Mar 15 16:04:08 +0800 2020,0.0,"""真的吗，我不信 连句重话都不说，还说自己不苟言笑""",xlzy,0.07852102681537232,0.0,False
4797,涵妹妹ss,Sun Mar 15 16:04:02 +0800 2020,0.0,"""哈哈哈哈来啦""",xlzy,0.8684210526315791,0.0,False
4798,只想嫁给蔡徐坤,Sun Mar 15 16:03:59 +0800 2020,0.0,"""蔡徐坤冲呀""",xlzy,0.8182313426953005,0.0,True
4799,灬婠_婠灬,Sun Mar 15 16:03:49 +0800 2020,0.0,"""帅气可爱幽默专业的蔡PD，真的很棒很让人喜欢呀！@蔡徐坤 #蔡徐坤自认严格不苟言笑# #蔡徐坤点评#""",xlzy,0.9999463272890815,0.0,False
4800,炣洛铱,Sun Mar 15 16:03:43 +0800 2020,0.0,"""蔡徐坤 丨#青2青春制作人代表蔡徐坤# 最新蔡PD@蔡徐坤 专访，一起来了解青春有你2的录制故事吧！""",xlzy,0.9999924823481618,0.0,False
4801,蔡小葵你好可怕,Sun Mar 15 16:03:36 +0800 2020,0.0,"""好会""",xlzy,0.5,0.0,True
4802,迷路的小女孩-Anpei,Sun Mar 15 16:03:32 +0800 2020,0.0,"""就让梦想编织王者世界，照亮整个宇宙，未曾谋面的也终将会相遇@蔡徐坤""",xlzy,0.9999997533507718,0.0,False
4803,Eliaukaaau,Sun Mar 15 16:03:30 +0800 2020,0.0,"""我去 无语 哈哈哈哈哈哈""",xlzy,0.9508387636976651,0.0,False
4804,蔡小葵你好可怕,Sun Mar 15 16:03:30 +0800 2020,0.0,"""来了""",xlzy,0.5262327818078083,0.0,True
4805,九连真人被打成熊猫眼,Sun Mar 15 16:03:24 +0800 2020,0.0,"""哈哈哈哈哈哈，蔡徐坤冲压""",xlzy,0.9903106823738627,0.0,False
4806,太阳粲然,Sun Mar 15 16:02:27 +0800 2020,0.0,"""我来了""",xlzy,0.5262327818078083,0.0,False
4807,Eliaukaaau,Sun Mar 15 16:03:14 +0800 2020,0.0,"""蔡徐坤冲呀""",xlzy,0.8182313426953005,0.0,False
4808,你的孟宇_蔡徐坤,Sun Mar 15 16:03:12 +0800 2020,0.0,"""冲呀""",xlzy,0.5262327818078083,0.0,True
4809,小瓶盖爱吃饼干,Sun Mar 15 16:03:10 +0800 2020,0.0,"""我想给蔡PD投票怎么办""",xlzy,0.669502245256431,0.0,False
4810,土都吃不起-,Sun Mar 15 16:03:08 +0800 2020,0.0,"""#蔡徐坤冲呀# 宝贝都开口了 必须搞起来""",xlzy,0.5405686545521394,0.0,False
4811,真的truly,Sun Mar 15 16:03:07 +0800 2020,0.0,"""不苟言笑哈哈哈哈""",xlzy,0.8681219866453053,0.0,False
4812,Eliaukaaau,Sun Mar 15 16:02:51 +0800 2020,0.0,"""他真的好有梗哈哈哈 好可爱""",xlzy,0.9895074946451965,0.0,False
4813,Huiruw_u,Sun Mar 15 16:02:45 +0800 2020,0.0,"""温柔但是有原则～真的很棒""",xlzy,0.9950892620214395,0.0,False
4814,摩天轮05853,Sun Mar 15 16:02:44 +0800 2020,0.0,"""哈哈，坤PD""",xlzy,0.4737672181921908,0.0,False
4815,盼薰薇-December,Sun Mar 15 16:02:44 +0800 2020,0.0,"""棒棒哒""",xlzy,0.4737672181921908,0.0,False
4816,要半糖加冰,Sun Mar 15 16:02:42 +0800 2020,0.0,"""大厂工友一出手，热搜必须搞到手👍🏻""",xlzy,0.3696675132018571,0.0,False
4817,YouAndTheFarAway,Sun Mar 15 16:02:36 +0800 2020,0.0,"""来啦来啦来啦""",xlzy,0.5262327818078083,0.0,False
4818,手抓菜饼,Sun Mar 15 16:02:35 +0800 2020,0.0,"""很有梗的蔡PD！""",xlzy,0.8826077808955277,0.0,False
4819,考不过托福不改名-,Sun Mar 15 16:02:35 +0800 2020,0.0,"""呜呜呜呜呜呜好喜欢蔡代表好有梗喜欢""",xlzy,0.9868125820263199,0.0,False
4820,妖儿兒x,Sun Mar 15 16:10:00 +0800 2020,0.0,"""好傻，好可爱""",xlzy,0.8908149666507506,0.0,False
4821,脸圆圆的菜包ikun,Sun Mar 15 16:10:03 +0800 2020,0.0,"""哈哈哈哈哈哈 我要dream个女团舞""",xlzy,0.9874849958479215,0.0,False
4822,Rose_小葵,Sun Mar 15 16:10:11 +0800 2020,0.0,"""蔡徐坤也太可爱了吧""",xlzy,0.8900340347543289,0.0,True
4823,欢乐幸福三月天,Sun Mar 15 16:19:02 +0800 2020,0.0,"""哈哈哈他也懂男生穷养女生富养，越来越喜欢看他的专访了，幽默风趣""",xlzy,0.9172189108067043,0.0,False
4824,葵给你笑笑啦,Sun Mar 15 16:20:03 +0800 2020,0.0,"""他只有三岁，我哭""",xlzy,0.647138272415169,0.0,False
4825,你的夏初Yuri,Sun Mar 15 16:19:47 +0800 2020,0.0,"""冲压！""",xlzy,0.391383654489703,0.0,False
4826,遇见-0802,Sun Mar 15 16:19:39 +0800 2020,0.0,"""哈哈哈哈哈哈""",xlzy,0.9751349273004098,0.0,True
4827,坚强的tina6666,Sun Mar 15 16:19:38 +0800 2020,0.0,"""//@蔡徐坤全球粉丝后援会: #蔡徐坤自认严格不苟言笑# #蔡徐坤点评# 看完节目的我们表示蔡PD明明很温柔很爱笑@蔡徐坤""",xlzy,0.9954290630735162,0.0,False
4828,Agnes唯爱蔡徐坤,Sun Mar 15 16:19:38 +0800 2020,0.0,"""蔡徐坤好棒""",xlzy,0.9659503581716621,0.0,True
4829,葵给你笑笑啦,Sun Mar 15 16:19:34 +0800 2020,0.0,"""好可爱的菜菜""",xlzy,0.877965752951749,0.0,False
4830,蔡徐坤你不用担心我头发,Sun Mar 15 16:19:33 +0800 2020,0.0,"""哈！严格又温柔的蔡PD好有梗啊！""",xlzy,0.9673096729326593,0.0,True
4831,Melody-TQ,Sun Mar 15 16:19:30 +0800 2020,0.0,"""先马克""",xlzy,0.8738567792261545,0.0,False
4832,是我坤哥,Sun Mar 15 16:19:26 +0800 2020,0.0,"""女团舞！！！！我想看""",xlzy,0.39959625956507705,0.0,True
4833,猫猫小姐姐6,Sun Mar 15 16:19:22 +0800 2020,0.0,"""帅死我了""",xlzy,0.8528627182470886,0.0,False
4834,小狮子心忆,Sun Mar 15 16:19:13 +0800 2020,0.0,"""哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈嗝""",xlzy,1.0,0.0,False
4835,05年的老阿姨,Sun Mar 15 16:19:08 +0800 2020,0.0,"""冲啊""",xlzy,0.5262327818078083,0.0,False
4836,_LittleYu_,Sun Mar 15 16:19:04 +0800 2020,0.0,"""#青2青春制作人蔡徐坤# 新采访""",xlzy,0.9980639281709892,0.0,False
4837,KUN的小狗咪,Sun Mar 15 16:18:32 +0800 2020,0.0,"""我家坤坤好优秀的""",xlzy,0.9032672157465975,0.0,True
4838,想你吖KUN,Sun Mar 15 16:20:22 +0800 2020,0.0,"""现在会截图了！！！那就是以前不会呗@蔡徐坤""",xlzy,0.7245030451162766,0.0,True
4839,金毛寻回dog,Sun Mar 15 16:18:28 +0800 2020,0.0,"""#蔡徐坤 冲呀# """,xlzy,0.5487800791905952,0.0,False
4840,温暖你的赤诚心,Sun Mar 15 16:18:21 +0800 2020,0.0,"""蔡徐坤我可以期待女团舞吗🙊""",xlzy,0.947538140511278,0.0,False
4841,Xing-星oO,Sun Mar 15 16:18:21 +0800 2020,0.0,"""哈哈哈哈，你确实还是你一点都没变""",xlzy,0.8880560593526577,0.0,False
4842,浮烟染mama,Sun Mar 15 16:18:12 +0800 2020,0.0,"""我要pick蔡pd""",xlzy,0.8020859269935734,0.0,False
4843,困来睡个伍觉叭,Sun Mar 15 16:17:59 +0800 2020,0.0,"""我的嘴角怎么咧到了耳朵根?""",xlzy,0.06059384881445862,0.0,False
4844,爱坤困困哒,Sun Mar 15 16:17:56 +0800 2020,0.0,"""心采访啊码一个""",xlzy,0.7839785704651877,0.0,True
4845,菜菜的IKUN1号,Sun Mar 15 16:17:38 +0800 2020,0.0,"""哈哈😄""",xlzy,0.5,0.0,True
4846,蔡徐坤的宝贝xixi,Sun Mar 15 16:17:37 +0800 2020,0.0,"""哈哈😄太可爱了我的坤哥""",xlzy,0.7083634425104182,0.0,True
4847,葵晴光,Sun Mar 15 16:17:26 +0800 2020,0.0,"""采访采访""",xlzy,0.6694951640820703,0.0,False
4848,小福宝不吃糖,Sun Mar 15 16:17:23 +0800 2020,0.0,"""小孩好可爱。土？哈哈哈，他说不土就不土好了。面子还是要给的。""",xlzy,0.7342759482423101,0.0,False
4849,橘春贰K·UN,Sun Mar 15 16:17:20 +0800 2020,0.0,"""哈哈哈哈哈哈哈哈哈哈哈哈""",xlzy,0.9992783121459906,0.0,False
4850,汤圆团子是一家,Sun Mar 15 16:17:08 +0800 2020,0.0,"""会跳吗？突然很期待""",xlzy,0.6740381650221374,0.0,False
4851,仙鹤溯笙箫,Sun Mar 15 16:16:58 +0800 2020,0.0,"""蔡徐坤真的越来越好笑了，冲呀！！！""",xlzy,0.6617012974343117,0.0,False
4852,没有感情的六号丘,Sun Mar 15 16:20:15 +0800 2020,0.0,"""""",xlzy,0.5,0.0,False
4853,涵涵-ikun,Sun Mar 15 16:20:31 +0800 2020,0.0,"""蔡学长我来啦""",xlzy,0.5473395977492972,0.0,False
4854,嗜葵-,Sun Mar 15 16:10:16 +0800 2020,0.0,"""我来了""",xlzy,0.5262327818078083,0.0,False
4855,西瓜味奶葵,Sun Mar 15 16:22:37 +0800 2020,0.0,"""哈哈哈哈哈哈蔡徐坤太可爱了吧我天""",xlzy,0.9937304485187723,0.0,True
4856,Rosie爱Kun,Sun Mar 15 16:24:47 +0800 2020,0.0,"""笑死了哈哈哈哈哈哈还一脸傲娇“我会截图啊我现在会了”哈哈哈哈""",xlzy,0.9994830089062829,0.0,False
4857,八月三色杯HIRENEKUN,Sun Mar 15 16:24:30 +0800 2020,0.0,"""发现居然没人#蔡徐坤冲呀#  我崽的预测怎么着也得找补回来""",xlzy,0.08576211965538072,0.0,True
4858,淡笑快乐,Sun Mar 15 16:24:21 +0800 2020,0.0,"""哈哈哈哈哈，坤哥太搞笑了""",xlzy,0.73958597836984,0.0,False
4859,LA46820,Sun Mar 15 16:23:51 +0800 2020,0.0,"""蔡有梗哈哈哈""",xlzy,0.9639611138889732,0.0,True
4860,艺眩,Sun Mar 15 16:23:38 +0800 2020,0.0,"""哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈""",xlzy,0.9999999999999893,0.0,False
4861,减肥中的奶昔skr,Sun Mar 15 16:23:36 +0800 2020,0.0,"""冲呀""",xlzy,0.5262327818078083,0.0,False
4862,隔着屏幕亲,Sun Mar 15 16:23:32 +0800 2020,0.0,"""大厂工友一出手，热搜必须搞到手！真的有被蔡PD的土味土到""",xlzy,0.9325870652091981,0.0,False
4863,毛西毛西艾困,Sun Mar 15 16:23:15 +0800 2020,0.0,"""哈哈哈哈哈哈哈""",xlzy,0.9751349273004098,0.0,False
4864,蔡小宝,Sun Mar 15 16:23:13 +0800 2020,0.0,"""@冰淇凌Swx @我就是珠珠唯一本人""",xlzy,0.9166571309671129,0.0,False
4865,九八年小困,Sun Mar 15 16:23:05 +0800 2020,0.0,"""哈哈哈哈哈，咋这么可爱呢""",xlzy,0.9617587423190475,0.0,True
4866,好多奶泡的酒呀_,Sun Mar 15 16:23:02 +0800 2020,0.0,"""来看蔡代表""",xlzy,0.8918506383323767,0.0,False
4867,吃瓜杨123,Sun Mar 15 16:22:50 +0800 2020,0.0,"""强烈要求蔡pd跳主题曲舞@爱奇艺青春有你""",xlzy,0.9991707618128096,0.0,False
4868,最爱小蔡同学啦,Sun Mar 15 16:22:46 +0800 2020,0.0,"""哈哈哈哈好可爱""",xlzy,0.9773510495340744,0.0,True
4869,正直人生123,Sun Mar 15 16:22:34 +0800 2020,0.0,"""""",xlzy,0.5,0.0,False
4870,疾走的短腿,Sun Mar 15 16:20:35 +0800 2020,0.0,"""哈哈哈哈哈哈哈哈哈""",xlzy,0.9957269865929866,0.0,False
4871,白蔡不白,Sun Mar 15 16:22:32 +0800 2020,0.0,"""冲呀！""",xlzy,0.5,0.0,False
4872,糖包曾经是黑糖,Sun Mar 15 16:22:30 +0800 2020,0.0,"""冲呀是什么东西啊""",xlzy,0.5285524568393094,0.0,False
4873,·星河甜葵·,Sun Mar 15 16:22:20 +0800 2020,0.0,"""哈哈哈哈哈哈哈哈哈哈哈哈""",xlzy,0.9992783121459906,0.0,True
4874,你的葵宝大人K,Sun Mar 15 16:21:59 +0800 2020,0.0,"""太可爱了""",xlzy,0.6663463298769546,0.0,False
4875,葵花小酥,Sun Mar 15 16:21:57 +0800 2020,0.0,"""噗哈哈蔡有梗你好""",xlzy,0.805262899125201,0.0,True
4876,伴KUN起航,Sun Mar 15 16:21:41 +0800 2020,0.0,"""蔡徐坤 ｜#青2青春制作人代表蔡徐坤# 可爱哈哈哈哈哈哈@蔡徐坤""",xlzy,0.9999996634355306,0.0,True
4877,爱豆芽的猫,Sun Mar 15 16:21:36 +0800 2020,0.0,"""哈哈哈哈哈哈哈蔡pd好有梗好搞笑啊""",xlzy,0.9959835153583374,0.0,False
4878,洋光郑好如颖随行,Sun Mar 15 16:21:36 +0800 2020,0.0,"""好有梗""",xlzy,0.6317853705682674,0.0,False
4879,广大葵菜猫,Sun Mar 15 16:21:35 +0800 2020,0.0,"""哈哈哈哈哈好好好你是5 G冲浪""",xlzy,0.9634247223321617,0.0,False
4880,Nicole子盲目自信,Sun Mar 15 16:21:31 +0800 2020,0.0,"""哈哈哈哈哈哈哈哈哈哈哈哈这个人哈哈哈哈哈哈哈哈哈哈""",xlzy,0.9999971184288544,0.0,False
4881,凉墨超级喜欢坤坤啊,Sun Mar 15 16:21:17 +0800 2020,0.0,"""红红火火恍恍惚惚哈哈哈噜啦噜啦咧啦啦啦啦啦他好可爱啊""",xlzy,0.9083873566703856,0.0,True
4882,yannn802,Sun Mar 15 16:20:52 +0800 2020,0.0,"""""",xlzy,0.5,0.0,True
4883,FFkunkun_,Sun Mar 15 16:20:51 +0800 2020,0.0,"""我来晚了""",xlzy,0.38087520259319263,0.0,False
4884,今天爱小蔡了吗,Sun Mar 15 16:16:56 +0800 2020,0.0,"""蔡pd好有料呀""",xlzy,0.8742715402222967,0.0,True
4885,一枚秋葵,Sun Mar 15 16:16:49 +0800 2020,0.0,"""哇蔡代表好有梗""",xlzy,0.9085403540297092,0.0,False
4886,WH6548,Sun Mar 15 16:16:49 +0800 2020,0.0,"""期待女团舞""",xlzy,0.8319380831675707,0.0,False
4887,蔡小葵家的小竹子,Sun Mar 15 16:11:36 +0800 2020,0.0,"""超级暖心的蔡徐坤""",xlzy,0.9556246089321245,0.0,True
4888,刷完就去写作业,Sun Mar 15 16:13:17 +0800 2020,0.0,"""他怎么这么可爱""",xlzy,0.8088888888888889,0.0,False
4889,迟鱼Carven,Sun Mar 15 16:13:08 +0800 2020,0.0,"""太可爱了@蔡徐坤""",xlzy,0.9732862323472614,0.0,False
4890,奎葵爹,Sun Mar 15 16:13:03 +0800 2020,0.0,"""哇哈""",xlzy,0.5262327818078083,0.0,True
4891,蓝色玫瑰KUN,Sun Mar 15 16:12:51 +0800 2020,0.0,"""哇，新采访""",xlzy,0.7114413213686993,0.0,True
4892,冰茶浅绿xy,Sun Mar 15 16:12:45 +0800 2020,0.0,"""新的采访，来啦！""",xlzy,0.6894109580969703,0.0,False
4893,一定陪坤坤好好走下去,Sun Mar 15 16:12:32 +0800 2020,0.0,"""蔡徐坤好棒""",xlzy,0.9659503581716621,0.0,True
4894,噗朔迷离,Sun Mar 15 16:12:18 +0800 2020,0.0,"""5G选手蔡pd""",xlzy,0.7848834423144085,0.0,False
4895,是菜笨笨,Sun Mar 15 16:12:15 +0800 2020,0.0,"""女团舞""",xlzy,0.6429335818357281,0.0,False
4896,痞人往事如风5366,Sun Mar 15 16:12:12 +0800 2020,0.0,"""即专业认真又温柔暖心的蔡PD""",xlzy,0.9947749916109591,0.0,False
4897,爱了一只kk,Sun Mar 15 16:12:07 +0800 2020,0.0,"""好可爱""",xlzy,0.8789676580241895,0.0,False
4898,小赵努力,Sun Mar 15 16:12:05 +0800 2020,0.0,"""我来了来了！！""",xlzy,0.8182313426953005,0.0,False
4899,惢kun,Sun Mar 15 16:11:50 +0800 2020,0.0,"""好可爱好有梗哈哈哈""",xlzy,0.9821660723505904,0.0,False
4900,黑-泥-,Sun Mar 15 16:11:47 +0800 2020,0.0,"""#蔡徐坤自认严格不苟言笑# #蔡徐坤点评# 哈哈哈优秀制作人蔡PD👏👏👏@蔡徐坤""",xlzy,0.9986261976825024,0.0,False
4901,困困的小芝,Sun Mar 15 16:11:30 +0800 2020,0.0,"""哈哈哈，又严格又温柔""",xlzy,0.9689396475007073,0.0,True
4902,坤葵之恋,Sun Mar 15 16:16:32 +0800 2020,0.0,"""蔡代表我来了""",xlzy,0.8654233973777261,0.0,True
4903,蔡徐坤你看过来一下嘛,Sun Mar 15 16:11:31 +0800 2020,0.0,"""蔡代表太可爱啦""",xlzy,0.92039776328935,0.0,True
4904,茵小葵0802,Sun Mar 15 16:11:31 +0800 2020,0.0,"""严格温柔蔡代表，我来啦#蔡徐坤冲呀#""",xlzy,0.9708297329861751,0.0,True
4905,Goddess小宇绵绵,Sun Mar 15 16:11:25 +0800 2020,0.0,"""蔡徐坤#蔡徐坤自认严格不苟言笑# 新的专访来喽，快来看看我们温暖又犀利的制作人@蔡徐坤 吧""",xlzy,0.9997066347127269,0.0,False
4906,kun不是idol是男友,Sun Mar 15 16:11:20 +0800 2020,0.0,"""哥，你的5G需要加速了""",xlzy,0.50327205831765,0.0,False
4907,不惑的石头,Sun Mar 15 16:11:03 +0800 2020,0.0,"""一套一套的""",xlzy,0.7648587092789145,0.0,False
4908,Team_K_叶子,Sun Mar 15 16:11:02 +0800 2020,0.0,"""蔡pd超有梗 怎么这么好可爱""",xlzy,0.9680542087347836,0.0,False
4909,yyyssskkk,Sun Mar 15 16:10:54 +0800 2020,0.0,"""“我觉得我没有变”、“我还是之前的我啦”，我好想哭噢""",xlzy,0.9871635713512844,0.0,False
4910,坤等一下我,Sun Mar 15 16:10:47 +0800 2020,0.0,"""蔡徐坤冲鸭""",xlzy,0.6346191731675036,0.0,True
4911,蔡徐坤的小包子啊,Sun Mar 15 16:10:42 +0800 2020,0.0,"""冲呀""",xlzy,0.5262327818078083,0.0,True
4912,我也184,Sun Mar 15 16:10:36 +0800 2020,0.0,"""打脸了哈哈哈哈哈//@蔡徐坤数据站: #青2青春制作人代表蔡徐坤# 新采访 @蔡徐坤""",xlzy,0.9999875594873632,0.0,False
4913,宿命的双鱼,Sun Mar 15 16:10:29 +0800 2020,0.0,"""蔡pd太可爱了""",xlzy,0.8900340347543289,0.0,False
4914,杨yang安好,Sun Mar 15 16:10:24 +0800 2020,0.0,"""有趣的坤坤""",xlzy,0.7473771042166387,0.0,False
4915,蔡徐坤要白白胖胖唷,Sun Mar 15 16:10:18 +0800 2020,0.0,"""哈哈 超有梗好可爱 想看蔡pd跳女团舞 """,xlzy,0.9767533324560266,0.0,True
4916,你不懂章鱼哥的悲伤,Sun Mar 15 16:13:21 +0800 2020,0.0,"""蔡pd好有梗，好好笑哦！！！""",xlzy,0.9397272901975282,0.0,False
4917,Kuniverse-,Sun Mar 15 16:13:22 +0800 2020,0.0,"""来啦""",xlzy,0.5262327818078083,0.0,False
4918,给295号的情书,Sun Mar 15 16:13:23 +0800 2020,0.0,"""好可爱""",xlzy,0.8789676580241895,0.0,False
4919,AcetopKun,Sun Mar 15 16:13:32 +0800 2020,0.0,"""好可爱啊！！""",xlzy,0.8673424330379874,0.0,False
4920,蔡蔡可不可以翻我牌,Sun Mar 15 16:16:30 +0800 2020,0.0,"""哈哈哈哈好帅""",xlzy,0.855948838728563,0.0,True
4921,晗沫喜欢吃菜,Sun Mar 15 16:16:16 +0800 2020,0.0,"""蔡徐坤原来会截图呀""",xlzy,0.808895434397506,0.0,False
4922,宠着蔡小葵aa,Sun Mar 15 16:16:09 +0800 2020,0.0,"""坤学长好可爱！！！""",xlzy,0.9408228788865202,0.0,True
4923,Running的Amirl,Sun Mar 15 16:16:06 +0800 2020,0.0,"""专业""",xlzy,0.6012461059190034,0.0,False
4924,奶味坤唷,Sun Mar 15 16:16:03 +0800 2020,0.0,"""hhh 蔡pd超有梗""",xlzy,0.8066764329595232,0.0,True
4925,溜肩小坤坤,Sun Mar 15 16:15:47 +0800 2020,0.0,"""想看徐坤跳女团舞""",xlzy,0.5809865804508275,0.0,True
4926,葵花向阳开111,Sun Mar 15 16:15:40 +0800 2020,0.0,"""""",xlzy,0.5,0.0,True
4927,垚垚只是一只小猫咪,Sun Mar 15 16:15:32 +0800 2020,0.0,"""哈哈哈哈哈哈我来啦""",xlzy,0.9751349273004098,0.0,False
4928,蔡A坤,Sun Mar 15 16:15:30 +0800 2020,0.0,"""笑死了哈哈哈""",xlzy,0.8516391179112175,0.0,True
4929,葵奎的话筒,Sun Mar 15 16:15:25 +0800 2020,0.0,"""哈哈哈哈，他太有梗了""",xlzy,0.7370983889944039,0.0,True
4930,那年KYayaya,Sun Mar 15 16:15:13 +0800 2020,0.0,"""哈哈哈哈哈哈哈哈哈超有梗的坤""",xlzy,0.995391807820266,0.0,False
4931,哈哈03363,Sun Mar 15 16:15:09 +0800 2020,0.0,"""哈哈 他挺搞笑的""",xlzy,0.6235652459325283,0.0,False
4932,捌贰电量,Sun Mar 15 16:15:09 +0800 2020,0.0,"""哈哈，竟然不会截屏""",xlzy,0.12738417158727267,0.0,False
4933,纯情巧克力K·,Sun Mar 15 16:15:07 +0800 2020,0.0,"""哈哈哈哈太可爱了我太爱你了宝贝💕""",xlzy,0.9803422049778332,0.0,False
4934,August坤葵,Sun Mar 15 16:14:56 +0800 2020,0.0,"""我来了""",xlzy,0.5262327818078083,0.0,True
4935,tataz--,Sun Mar 15 16:14:53 +0800 2020,0.0,"""蔡PD""",xlzy,0.8182313426953005,0.0,False
4936,小雅小雅睡不着ty,Sun Mar 15 16:14:41 +0800 2020,0.0,"""你不知道 这就说明有女团舞了""",xlzy,0.42096806393477115,0.0,False
4937,蓝蓝的天空红红的太阳,Sun Mar 15 16:14:37 +0800 2020,0.0,"""艹，咋就这么可爱，爱了你两年了哎！""",xlzy,0.8817387787773537,0.0,False
