Usename,Time,Like_count,Floor_number,Sourse,Comments
八月初的猫,Fri Apr 03 07:49:29 +0800 2020,0,800,,"""kswl#青2青春制作人代表蔡徐坤#"""
学好韩语见蔡徐坤,Fri Apr 03 07:48:41 +0800 2020,0,793,,"""呜呜呜呜呜呜我来了"""
能当热干面的布丁,Fri Apr 03 07:44:38 +0800 2020,0,750,,"""可爱满分💯！"""
晚点买可乐_K,Fri Apr 03 07:44:03 +0800 2020,0,748,,"""笑起来好甜啊啊"""
大奎的金话筒,Fri Apr 03 07:42:16 +0800 2020,0,733,,"""#青2青春制作人代表蔡徐坤# ❤宝贝啊@蔡徐坤  cxk"""
今天也在喜蔡嗷,Fri Apr 03 07:41:00 +0800 2020,0,730,,"""哈哈哈哈哈哈双向的爱"""
仝颜无忌,Fri Apr 03 07:37:10 +0800 2020,0,712,,"""小坤好好看啊！#蔡徐坤青春有你2#"""
不要怼崽崽,Fri Apr 03 07:36:23 +0800 2020,0,707,,"""我的小可爱啊~"""
KunnnFu,Fri Apr 03 07:35:08 +0800 2020,0,701,,"""这是什么神奇宝贝儿"""
奶一口小甜菜,Fri Apr 03 07:34:53 +0800 2020,0,698,,"""好想抓过来亲一口"""
小新布鲁,Fri Apr 03 07:31:35 +0800 2020,0,686,,"""天 我喜欢的人为什么要天天撩我"""
蔡徐坤的evil小猫咪,Fri Apr 03 07:30:35 +0800 2020,0,682,,"""真的是互相宠爱着"""
小芒果有理想,Fri Apr 03 07:27:21 +0800 2020,0,669,,"""小甜心"""
UniqueLove--KUN,Fri Apr 03 07:27:21 +0800 2020,0,668,,"""真的可以。"""
就是要奎里葵气,Fri Apr 03 07:26:03 +0800 2020,0,662,,"""好开心呀宝贝！好甜"""
桃子汽水配薯条-,Fri Apr 03 07:24:07 +0800 2020,0,652,,"""可爱到爆炸💥"""
遇见CXK蔡徐坤,Fri Apr 03 07:21:15 +0800 2020,0,642,,"""太可爱了"""
xhw-冬天没有下雪的季节,Fri Apr 03 07:20:46 +0800 2020,0,637,,"""活泼又不失专业，蔡徐坤棒"""
戏精小猫咪,Fri Apr 03 07:18:28 +0800 2020,0,616,,"""哈哈＼(^▽^)／！不支持蔡PD还能支持谁呢"""
猪猪甜甜葵,Fri Apr 03 07:07:37 +0800 2020,0,584,,"""甜到掉牙"""
葵葵今天开心吗,Fri Apr 03 07:03:47 +0800 2020,0,568,,"""马一下婧蔡PD花絮"""
八月金海,Fri Apr 03 06:54:34 +0800 2020,0,542,,"""好甜"""
ikun_Charles爱奶坤,Fri Apr 03 06:54:04 +0800 2020,0,541,,"""转发微博"""
聆听朝阳的美好0802,Fri Apr 03 06:52:31 +0800 2020,0,538,,"""蔡徐坤"""
爱徐坤睫毛的幺幺,Fri Apr 03 06:47:54 +0800 2020,0,528,,"""蔡徐坤最可爱"""
没有名字的怪物AK,Fri Apr 03 06:36:19 +0800 2020,0,508,,"""好皮好可爱呜呜呜"""
liwu姐姐,Fri Apr 03 06:32:02 +0800 2020,0,497,,""""""
甜困与葵,Fri Apr 03 06:22:35 +0800 2020,0,484,,"""啊啊啊啊啊啊啊啊他好甜啊啊啊啊啊啊啊啊啊和爱困的小互动好可爱啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊"""
长不大的will,Fri Apr 03 06:15:48 +0800 2020,0,475,,"""嘴角疯狂上翘"""
_August_11,Fri Apr 03 06:09:34 +0800 2020,0,468,,"""存档一个甜甜菜菜啊啊啊啊"""
爱坤困困哒,Fri Apr 03 06:08:39 +0800 2020,0,465,,"""这个最甜"""
K咖啡咔咔,Fri Apr 03 05:37:09 +0800 2020,0,449,,"""30秒翻译老师，好可爱好可爱"""
爱葵葵的妈粉,Fri Apr 03 04:38:59 +0800 2020,0,441,,"""好可爱"""
August小清新,Fri Apr 03 04:38:01 +0800 2020,0,440,,"""啊啊啊啊  好甜"""
芒果冰與小可樂,Fri Apr 03 04:25:01 +0800 2020,0,431,,"""好甜！"""
唯爱葵宝,Fri Apr 03 04:03:38 +0800 2020,0,417,,"""中间那个笑好憨憨哦！太戳我了啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊"""
·春宵,Fri Apr 03 03:44:12 +0800 2020,0,411,,"""想要和哥哥有很多以后"""
KUN·葵宝,Fri Apr 03 03:17:37 +0800 2020,0,396,,"""宝贝啊宝贝"""
windy_蓝樱桐雨,Fri Apr 03 03:07:10 +0800 2020,0,391,,"""好東西！！我坤真的笑得很開心，很甜。。被治愈了。。"""
菜菜和我都要早睡哦,Fri Apr 03 03:02:00 +0800 2020,0,387,,"""5555好甜"""
可以上广场的_甘小蔗,Fri Apr 03 02:42:21 +0800 2020,0,376,,"""ikun只捧蔡徐坤的场，是蔡徐坤的专属捧场王"""
-蜜桃酿葵-,Fri Apr 03 02:36:15 +0800 2020,0,367,,"""太可爱了吧我晕"""
cnnikun,Fri Apr 03 02:29:27 +0800 2020,0,361,,"""好可爱哦"""
芒果冰的味道像你i,Fri Apr 03 02:21:28 +0800 2020,0,354,,"""我又妈了，他为什么笑得这么甜甜甜甜甜！！宝贝笑到弯腰眯眯眼"""
陶陶坤瑟,Fri Apr 03 02:15:58 +0800 2020,0,350,,"""我终于又回到妈粉状态，果然还是妈粉适合我，星期六的蔡大奎你晚点出现"""
沁琳lin,Fri Apr 03 02:15:44 +0800 2020,0,349,,"""今晚真的快瘋了 一下可愛 一下又超帥的 到底誏不誏人活[淚]"""
·深陷蓝玫瑰,Fri Apr 03 02:15:19 +0800 2020,0,348,,"""哭泣了"""
涐今天没洗头,Fri Apr 03 02:13:59 +0800 2020,0,345,,"""啊啊啊啊啊啊啊啊"""
大西几的小西几,Fri Apr 03 02:12:27 +0800 2020,0,344,,"""码住，蔡徐坤青你2"""
Y半亩花田K,Fri Apr 03 02:09:40 +0800 2020,0,339,,"""嘴角忍不住上扬 好可爱 好甜"""
祝蔡徐坤早日考到驾照,Fri Apr 03 02:00:35 +0800 2020,0,311,,"""啊啊啊啊好可爱好可爱好好玩笑得好开心啊啊啊小甜豆"""
种小葵葵,Fri Apr 03 02:00:09 +0800 2020,0,310,,""""""
__Gloriiaa__k,Fri Apr 03 01:52:51 +0800 2020,0,293,,"""我的小甜菜太可爱了吧"""
