,Usename,Time,Like_count,Comments,blogger,weight,sentiments,isFan
1517,雪在烧27646,Thu Mar 12 22:48:16 +0800 2020,0,"""我等到了😭""",qnjf,0.0,0.5,False
1518,储蓄卡里有钱吗,Thu Mar 12 22:48:26 +0800 2020,0,"""谢谢了您嘞！""",qnjf,0.0,0.5451576192936964,False
1519,小葵花幼稚园开课了,Thu Mar 12 22:48:28 +0800 2020,0,"""我爱宁""",qnjf,0.0,0.5,True
1520,爱奇艺青春无我,Thu Mar 12 22:48:29 +0800 2020,0,"""完整cut！！！我来了！！""",qnjf,0.0,0.775017650545683,False
1521,K·KOCAI,Thu Mar 12 22:48:32 +0800 2020,0,"""蔡徐坤 青春有你2 第一期完整版cut""",qnjf,0.0,0.9985315974924358,False
1522,爱吃橙子的布丁公子,Thu Mar 12 22:48:35 +0800 2020,0,"""我的坤，""",qnjf,0.0,0.4737672181921908,False
1523,August可爱部部长,Thu Mar 12 22:45:41 +0800 2020,0,"""拿起我的🔍""",qnjf,0.0,0.5,False
1524,ak浔遇呐,Thu Mar 12 22:45:37 +0800 2020,0,"""存""",qnjf,0.0,0.4677966101694915,False
1525,kun-YP,Thu Mar 12 22:45:35 +0800 2020,0,"""蔡徐坤cut太爱了""",qnjf,0.0,0.8365593740979643,False
1526,姓九Wander,Thu Mar 12 22:45:33 +0800 2020,0,"""是心动啊💓@蔡徐坤""",qnjf,0.0,0.896296413905497,False
1527,YOUNG-WIN,Thu Mar 12 22:41:34 +0800 2020,0,"""坤坤超温柔啊""",qnjf,0.0,0.8295406226932224,False
1528,顶级难泡的瑶瑶,Thu Mar 12 22:41:35 +0800 2020,0,"""我要看100遍！""",qnjf,0.0,0.7964055736653302,False
1529,_Erin冲鸭,Thu Mar 12 22:41:54 +0800 2020,0,"""好东西啊""",qnjf,0.0,0.6579603372405947,False
1530,ito妍,Thu Mar 12 22:41:54 +0800 2020,0,"""。cut我来了""",qnjf,0.0,0.5,False
1531,i菜籽花,Thu Mar 12 22:42:06 +0800 2020,0,"""教父厉害""",qnjf,0.0,0.7611450796643605,False
1532,·凉莨良凉·,Thu Mar 12 22:42:13 +0800 2020,0,"""🐴""",qnjf,0.0,0.5,False
1533,陷入葵境,Thu Mar 12 22:42:18 +0800 2020,0,"""菜菜单人cut""",qnjf,0.0,0.10582453018224003,False
1534,我的八月小狮子,Thu Mar 12 22:42:25 +0800 2020,0,"""马""",qnjf,0.0,0.5340909090909091,True
1535,赵若妤520,Thu Mar 12 22:42:26 +0800 2020,0,"""温暖的崽崽""",qnjf,0.0,0.998424804750603,False
1536,SplashedCrush,Thu Mar 12 22:42:27 +0800 2020,0,"""啊啊啊啊我来了""",qnjf,0.0,0.890142453148024,False
1537,i菜籽花,Thu Mar 12 22:42:27 +0800 2020,0,"""存上存上""",qnjf,0.0,0.378995038340193,False
1538,accompanyandbrave,Thu Mar 12 22:42:27 +0800 2020,0,"""来叻！""",qnjf,0.0,0.4737672181921908,False
1539,茶叶蛋敷成白煮蛋,Thu Mar 12 22:42:28 +0800 2020,0,"""@果汁分你一半cccc 来搞""",qnjf,0.0,0.3808108758356198,False
1540,君子如慕i,Thu Mar 12 22:42:29 +0800 2020,0,"""""",qnjf,0.0,0.5,False
1541,吃喝玩乐和追星,Thu Mar 12 22:42:33 +0800 2020,0,"""哈哈哈哈哈哈哈哈哈cut来啦""",qnjf,0.0,0.9952560326796688,False
1542,爱彩彩小朋友,Thu Mar 12 22:42:32 +0800 2020,0,"""这么快有cut了？？""",qnjf,0.0,0.6719526338628208,False
1543,慕坤坤,Thu Mar 12 22:42:35 +0800 2020,0,"""坤@蔡徐坤 还是太温柔了啦，希望严格一点点啦""",qnjf,0.0,0.9827918736288016,True
1544,Savage杨,Thu Mar 12 22:42:37 +0800 2020,0,"""蔡徐坤""",qnjf,0.0,0.8182313426953005,False
1545,乔瑾奶葵K,Thu Mar 12 22:42:52 +0800 2020,0,"""存存村""",qnjf,0.0,0.44176062723901866,True
1546,乖乖养坤,Thu Mar 12 22:42:53 +0800 2020,0,"""#青春有你2# 蔡徐坤蔡徐坤 时间会证明一切@蔡徐坤""",qnjf,0.0,0.9998038554775511,True
1547,ZLT_Kun,Thu Mar 12 22:42:55 +0800 2020,0,"""啊啊啊啊啊啊啊啊啊我终于等到了cut""",qnjf,0.0,0.9855287625681697,False
1548,Serendipity-08,Thu Mar 12 22:41:33 +0800 2020,0,"""好快啊""",qnjf,0.0,0.6666666666666666,False
1549,坤坤养的小猫咪,Thu Mar 12 22:41:32 +0800 2020,0,"""蔡徐坤蔡徐坤""",qnjf,0.0,0.9480336265684893,True
1550,我是沙雕白生气,Thu Mar 12 22:41:31 +0800 2020,0,"""你好厉害""",qnjf,0.0,0.3642993637970092,False
1551,吃向日葵的猫0802,Thu Mar 12 22:41:02 +0800 2020,0,"""哈哈哈""",qnjf,0.0,0.8684210526315791,True
1552,只相信思考,Thu Mar 12 22:40:38 +0800 2020,0,"""喜欢你！必须要cut!看的我太累了""",qnjf,0.0,0.547412436920426,False
1553,阿赞呀i,Thu Mar 12 22:40:43 +0800 2020,0,"""这年头谁没看过女的，还耳朵红""",qnjf,0.0,0.4402513551090149,False
1554,·奶昊QQ糖·,Thu Mar 12 22:40:43 +0800 2020,0,"""热爱本无罪""",qnjf,0.0,0.8152072787670052,False
1555,有拖延症的猫,Thu Mar 12 22:40:50 +0800 2020,0,"""#蔡徐坤 打篮球只是我的爱好# 热爱无罪、王者归来！""",qnjf,0.0,0.9935600211588166,False
1556,小狮子最爱的猫咪,Thu Mar 12 22:40:51 +0800 2020,0,"""哈哈哈 这个厉害了 我先🐴""",qnjf,0.0,0.7223571606035113,False
1557,2020更爱蔡徐坤,Thu Mar 12 22:40:52 +0800 2020,0,"""woc 首页第一个 谢谢 我来了""",qnjf,0.0,0.44210113616441427,True
1558,很想睡蔡蔡,Thu Mar 12 22:40:55 +0800 2020,0,"""蔡徐坤""",qnjf,0.0,0.8182313426953005,True
1559,困解米粒,Thu Mar 12 22:40:57 +0800 2020,0,"""听说有，我这就来！！！""",qnjf,0.0,0.5520823357909481,False
1560,懒惰小葵,Thu Mar 12 22:40:59 +0800 2020,0,"""蔡代表真的很温柔！""",qnjf,0.0,0.9862679194164329,True
1561,小葵滴小粥粥,Thu Mar 12 22:41:05 +0800 2020,0,"""我好爱这个cut@蔡徐坤""",qnjf,0.0,0.949012042463746,True
1562,ak长意,Thu Mar 12 22:41:30 +0800 2020,0,"""蔡徐坤""",qnjf,0.0,0.8182313426953005,False
1563,可爱的林染染,Thu Mar 12 22:41:12 +0800 2020,0,"""蔡徐坤""",qnjf,0.0,0.8182313426953005,False
1564,valentina_侯侯,Thu Mar 12 22:41:11 +0800 2020,0,"""整期cut，🐴 ！！！！""",qnjf,0.0,0.44767845850986676,False
1565,Kun给猫咪做蛋炒饭,Thu Mar 12 22:41:11 +0800 2020,0,"""不好吧姐""",qnjf,0.0,0.22618163807565306,False
1566,小困的蔡,Thu Mar 12 22:41:13 +0800 2020,0,"""cut版""",qnjf,0.0,0.5357270254174809,True
1567,喂你一勺困困,Thu Mar 12 22:41:14 +0800 2020,0,"""啊啊啊啊""",qnjf,0.0,0.890142453148024,True
1568,海遥的宝贝是小葵,Thu Mar 12 22:41:14 +0800 2020,0,"""马住""",qnjf,0.0,0.40367319306689464,True
1569,冰淇淋蛋糕16,Thu Mar 12 22:41:14 +0800 2020,0,"""啊啊来看蔡徐坤#蔡徐坤 打篮球只是我的爱好#""",qnjf,0.0,0.9880984641867692,False
1570,摘一袋星星给小葵,Thu Mar 12 22:41:24 +0800 2020,0,"""支持你的一切""",qnjf,0.0,0.626712328767123,True
1571,KUN的Mary姐,Thu Mar 12 22:41:29 +0800 2020,0,"""转发微博""",qnjf,0.0,0.6438907129142762,True
1572,金牛座的红妞妞,Thu Mar 12 22:42:59 +0800 2020,0,"""暖心的坤学长""",qnjf,0.0,0.9515089621152171,False
1573,你的葵葵阿,Thu Mar 12 22:42:59 +0800 2020,0,"""pd""",qnjf,0.0,0.5,True
1574,媽媽愛坤寶,Thu Mar 12 22:42:59 +0800 2020,0,"""謝謝@圈内教父分享""",qnjf,0.0,0.9697321322609513,True
1575,阿拉奎葵,Wed Mar 18 13:27:39 +0800 2020,0,"""蔡徐坤蔡徐坤 cxk 巨c  只要心中有热爱@蔡徐坤""",fashion,0.0,0.9759619237906665,True
1576,坤怀里的喵,Thu Mar 12 22:44:38 +0800 2020,0,"""🐴 了""",qnjf,0.0,0.5,True
1577,11是我我是11,Thu Mar 12 22:44:46 +0800 2020,0,"""转发微博""",qnjf,0.0,0.6438907129142762,False
1578,August_1998_08_02,Thu Mar 12 22:44:51 +0800 2020,0,"""暖心学长在线教学#蔡徐坤 打篮球只是我的爱好# #蔡徐坤青你2舞台首秀#""",qnjf,0.0,0.9825106166725194,False
1579,-阿笙笙笙笙-,Thu Mar 12 22:44:54 +0800 2020,0,"""啊啊啊啊啊啊终于等到了""",qnjf,0.0,0.9655256833396287,False
1580,清歌超喜欢蔡徐坤la,Thu Mar 12 22:44:56 +0800 2020,0,"""真的太喜欢坤坤的声音了""",qnjf,0.0,0.3070728674903651,True
1581,美食猪咪博主,Wed Mar 18 13:32:14 +0800 2020,0,"""时间证明一切""",fashion,0.0,0.48287653046287005,False
1582,枕头爱坤,Wed Mar 18 13:28:51 +0800 2020,0,"""用时间证明一切""",fashion,0.0,0.48287653046287005,True
1583,一定陪坤坤好好走下去,Wed Mar 18 13:28:34 +0800 2020,0,"""蔡徐坤加油""",fashion,0.0,0.9746839474629634,True
1584,阿拉奎葵,Wed Mar 18 13:27:45 +0800 2020,0,"""感谢分享""",fashion,0.0,0.8958023742500107,True
1585,jerry家的坤坤,Wed Mar 18 13:26:56 +0800 2020,0,"""无需着急回应所有的声音 你的作品就是最好的答案@蔡徐坤""",fashion,0.0,0.9985732855485682,True
1586,沫芷7,Thu Mar 12 22:44:34 +0800 2020,0,"""看完睡觉啦，晚安@蔡徐坤""",qnjf,0.0,0.9825398995482025,False
1587,白色彩色,Thu Mar 12 22:45:19 +0800 2020,0,"""哇必须存一个""",qnjf,0.0,0.44646119385389293,False
1588,陈陈爱吃lemon,Wed Mar 18 13:23:56 +0800 2020,0,"""""",fashion,0.0,0.5,False
1589,小困气泡苏打,Thu Mar 12 22:45:25 +0800 2020,0,"""cut起来！看起来！""",qnjf,0.0,0.535856484227819,True
1590,i曦k6晨,Thu Mar 12 22:45:29 +0800 2020,0,"""🐴""",qnjf,0.0,0.5,False
1591,睡不醒的困_,Thu Mar 12 22:45:31 +0800 2020,0,"""""",qnjf,0.0,0.5,False
1592,KUN_环游82號銀河,Thu Mar 12 22:45:31 +0800 2020,0,"""蔡pd好温柔！""",qnjf,0.0,0.9704726716773967,True
1593,蔡家米虫_07,Thu Mar 12 22:45:31 +0800 2020,0,"""哇！！！马""",qnjf,0.0,0.21159399959226077,False
1594,_BigQing,Thu Mar 12 22:45:32 +0800 2020,0,"""你也太快了吧""",qnjf,0.0,0.5438829062228017,False
1595,菜粥粥要更优秀呐,Thu Mar 12 22:45:33 +0800 2020,0,"""你好快""",qnjf,0.0,0.7205558656709633,False
1596,88斤前不改名,Thu Mar 12 22:44:35 +0800 2020,0,"""收藏cut""",qnjf,0.0,0.7131061753220022,False
1597,Amy安雪梦,Thu Mar 12 22:44:33 +0800 2020,0,"""蔡徐坤""",qnjf,0.0,0.8182313426953005,False
1598,-大花喵-,Thu Mar 12 22:43:00 +0800 2020,0,"""看完青春有你2,我决定pick我们的蔡pd""",qnjf,0.0,0.9981725006384532,False
1599,-艾思葵瑞姆,Thu Mar 12 22:43:37 +0800 2020,0,"""我存了""",qnjf,0.0,0.6666666666666666,False
1600,小雨滴哒哒哒O,Thu Mar 12 22:43:01 +0800 2020,0,"""厉害 存一个""",qnjf,0.0,0.2896891343730905,False
1601,困困的夏午,Thu Mar 12 22:43:03 +0800 2020,0,"""好东西""",qnjf,0.0,0.6579603372405947,True
1602,松竹里,Thu Mar 12 22:43:05 +0800 2020,0,"""那么快""",qnjf,0.0,0.7164835164835165,False
1603,红色荔枝姑娘,Thu Mar 12 22:43:09 +0800 2020,0,"""呀，你速度可以啊""",qnjf,0.0,0.75408426483233,False
1604,苏梓琳超爱蔡徐坤,Thu Mar 12 22:43:15 +0800 2020,0,"""温柔本身""",qnjf,0.0,0.8694546229953743,True
1605,倩倩倩Kun是你的,Thu Mar 12 22:43:19 +0800 2020,0,"""太棒了@蔡徐坤""",qnjf,0.0,0.99398581952198,False
1606,小婷椅子,Thu Mar 12 22:43:21 +0800 2020,0,"""“只要坚持的出好的作品，不要受太多外界的干扰，坚持初心的做音乐，一定会有好的舞台，一定会的。”加油蔡徐坤@蔡徐坤   - All I do is wait wait wait""",qnjf,0.0,0.9999726431851919,False
1607,廊坊街C段82号苏応,Thu Mar 12 22:43:31 +0800 2020,0,"""cut""",qnjf,0.0,0.5,True
1608,KK是大写的K,Thu Mar 12 22:43:34 +0800 2020,0,"""存！""",qnjf,0.0,0.44176062723901866,False
1609,晴子mama,Thu Mar 12 22:43:40 +0800 2020,0,"""蔡PD""",qnjf,0.0,0.8182313426953005,False
1610,O型血1974,Thu Mar 12 22:44:33 +0800 2020,0,"""马""",qnjf,0.0,0.5340909090909091,False
1611,王冉冉20999,Thu Mar 12 22:43:53 +0800 2020,0,"""人间理想蔡徐坤@蔡徐坤""",qnjf,0.0,0.9911174091665171,False
1612,楠楠自语困,Thu Mar 12 22:43:56 +0800 2020,0,"""喜欢😊""",qnjf,0.0,0.6769293492516186,False
1613,Holdyoutight-boy,Thu Mar 12 22:43:58 +0800 2020,0,"""婧1""",qnjf,0.0,0.4737672181921908,False
1614,米花町82号,Thu Mar 12 22:44:03 +0800 2020,0,"""来了""",qnjf,0.0,0.5262327818078083,True
1615,玻利维亚的冬天,Thu Mar 12 22:44:06 +0800 2020,0,"""蔡徐坤 #蔡徐坤 青你2制作人代表# 蔡PD真是个好温暖好温暖的人啊！@蔡徐坤""",qnjf,0.0,0.9999851732616258,False
1616,下雨天的斑马线as,Thu Mar 12 22:44:09 +0800 2020,0,"""好快来了""",qnjf,0.0,0.8125962075411787,False
1617,芒果冰_12,Thu Mar 12 22:44:19 +0800 2020,0,"""哇""",qnjf,0.0,0.5262327818078083,False
1618,單子和小葵-,Thu Mar 12 22:44:26 +0800 2020,0,"""蔡徐坤！！""",qnjf,0.0,0.8020859269935734,True
1619,言蹊-KUN,Thu Mar 12 22:44:28 +0800 2020,0,"""棒诶。cut我的最爱""",qnjf,0.0,0.9610895201213395,True
1620,IKUN洛轩困,Thu Mar 12 22:49:55 +0800 2020,0,"""码""",qnjf,0.0,0.466666666666667,True
1621,昕薇vv,Thu Mar 12 22:50:01 +0800 2020,0,"""那我就要反复看了""",qnjf,0.0,0.6873365390890186,False
1622,爱吃蛋炒饭的代代,Thu Mar 12 22:50:02 +0800 2020,0,"""坤哥棒棒哒！💛 💛 💛""",qnjf,0.0,0.470200416239001,False
1623,蔡徐坤的猫咪诺,Thu Mar 12 22:55:05 +0800 2020,0,"""存一个""",qnjf,0.0,0.44646119385389293,True
1624,小葵花妈妈课堂82号小朋友,Thu Mar 12 22:56:53 +0800 2020,0,"""存一个好快啊""",qnjf,0.0,0.5922175525115131,True
1625,爽儿儿er,Thu Mar 12 22:56:53 +0800 2020,0,"""没想到你最快""",qnjf,0.0,0.652755491186529,False
1626,滑稽嘚表演,Thu Mar 12 22:56:57 +0800 2020,0,"""cut""",qnjf,0.0,0.5,False
1627,绯冷红,Thu Mar 12 22:57:00 +0800 2020,0,"""坤坤太可爱了，坤坤""",qnjf,0.0,0.5674846168984291,False
1628,大厂號木檀ya,Thu Mar 12 22:57:02 +0800 2020,0,"""蔡PD""",qnjf,0.0,0.8182313426953005,False
1629,月杪小葵,Thu Mar 12 22:57:02 +0800 2020,0,"""转发微博""",qnjf,0.0,0.6438907129142762,True
1630,蔡困困的棒棒糖,Thu Mar 12 22:57:06 +0800 2020,0,"""cut来喽""",qnjf,0.0,0.5122783096101873,True
1631,ak菜困的猫咪,Thu Mar 12 22:57:09 +0800 2020,0,"""好棒""",qnjf,0.0,0.875,True
1632,芊芊爱坤,Thu Mar 12 22:57:25 +0800 2020,0,"""好快""",qnjf,0.0,0.6666666666666666,True
1633,0802号菜了解一下,Wed Mar 18 13:04:19 +0800 2020,0,"""作品是舞台，也是最好的盔甲 """,fashion,0.0,0.8824878768024033,True
1634,特别的你你你呀,Thu Mar 12 22:57:28 +0800 2020,0,"""坤，我会陪着你哦""",qnjf,0.0,0.7930931805457104,False
1635,嗜睡人员,Thu Mar 12 22:57:28 +0800 2020,0,"""cut""",qnjf,0.0,0.5,False
1636,葵系木头人,Thu Mar 12 22:57:29 +0800 2020,0,"""厉害了，珍藏青春有你2第一期，蔡徐坤cut""",qnjf,0.0,0.9990500728968188,False
1637,穿着婚纱的秃头女孩,Thu Mar 12 22:57:31 +0800 2020,0,"""#蔡徐坤 打篮球只是我的爱好# #蔡徐坤耳朵红了#""",qnjf,0.0,0.82134833165394,False
1638,葵葵不困了,Thu Mar 12 22:57:31 +0800 2020,0,"""蔡pd""",qnjf,0.0,0.8182313426953005,True
1639,This_YQ,Thu Mar 12 22:57:36 +0800 2020,0,"""好帅""",qnjf,0.0,0.5,False
1640,一直要快乐喔,Thu Mar 12 22:57:36 +0800 2020,0,"""转了""",qnjf,0.0,0.4845814977973566,False
1641,茶色半盏,Thu Mar 12 22:57:37 +0800 2020,0,"""我存cut""",qnjf,0.0,0.44176062723901866,False
1642,你是璀璨星光,Thu Mar 12 22:57:40 +0800 2020,0,"""Cut 我来了！！""",qnjf,0.0,0.4737672181921908,False
1643,Prada_Prada_Boy,Thu Mar 12 22:57:43 +0800 2020,0,"""蔡徐坤就是温柔本身""",qnjf,0.0,0.9642750772869618,False
1644,小猫鲁西西,Thu Mar 12 22:57:44 +0800 2020,0,"""你真棒""",qnjf,0.0,0.5,False
1645,3困1,Thu Mar 12 22:56:53 +0800 2020,0,"""哇""",qnjf,0.0,0.5262327818078083,False
1646,春江枳煜_KUN,Thu Mar 12 22:56:47 +0800 2020,0,"""蔡徐坤。""",qnjf,0.0,0.8020859269935734,True
1647,懒癌黄小黄,Thu Mar 12 22:56:45 +0800 2020,0,"""教父 你真的太快了""",qnjf,0.0,0.8731389637795578,False
1648,jinlifushen6688,Thu Mar 12 22:55:45 +0800 2020,0,"""存一个，太喜欢了，坤坤学长very nice""",qnjf,0.0,0.6339932200396456,False
1649,徐徐茜之,Thu Mar 12 22:55:15 +0800 2020,0,"""很照顾导师和训练生们的感受，也体贴到位，专业上点评准狠说话也很piaoliang ，情商又高为你骄傲@蔡徐坤 闪闪发光的diabiao""",qnjf,0.0,0.9999999991533315,False
1650,waiting957LOVE,Thu Mar 12 22:55:15 +0800 2020,0,"""这么快的么！！太好了""",qnjf,0.0,0.32933310965746665,False
1651,蔡妈小妍,Thu Mar 12 22:55:18 +0800 2020,0,"""cut！！""",qnjf,0.0,0.5,False
1652,bluecxi,Thu Mar 12 22:55:24 +0800 2020,0,"""来了""",qnjf,0.0,0.5262327818078083,False
1653,爱吃菜菜的土豆,Wed Mar 18 13:05:45 +0800 2020,0,"""坚持热爱""",fashion,0.0,0.8305084745762713,True
1654,努力鸭Bessie,Thu Mar 12 22:55:25 +0800 2020,0,"""#蔡徐坤自嘲篮球只是爱好# 爱了""",qnjf,0.0,0.9882342672080769,False
1655,青春制作人代表蔡pd,Thu Mar 12 22:55:28 +0800 2020,0,"""🐎""",qnjf,0.0,0.5,False
1656,冬日愉悦事物清单,Thu Mar 12 22:55:30 +0800 2020,0,"""温柔 在你用温柔形容他的时候  我更喜欢他来概述温柔""",qnjf,0.0,0.9989301620385521,False
1657,小坤别犯困喔,Thu Mar 12 22:55:34 +0800 2020,0,"""爱了""",qnjf,0.0,0.7483050847457626,True
1658,小葵饼,Thu Mar 12 22:55:58 +0800 2020,0,"""太棒了太棒了cut来了""",qnjf,0.0,0.985190472998682,True
1659,那只高冷猫-,Thu Mar 12 22:56:42 +0800 2020,0,"""蔡徐坤""",qnjf,0.0,0.8182313426953005,False
1660,wb211314,Thu Mar 12 22:56:02 +0800 2020,0,"""坤坤真得可爱善良又有才华！""",qnjf,0.0,0.9948935052322337,False
1661,葵花灵牌想你药,Thu Mar 12 22:56:03 +0800 2020,0,"""爱了爱了""",qnjf,0.0,0.8883660397489329,True
1662,Yolanda_AK,Thu Mar 12 22:56:04 +0800 2020,0,"""来了来了""",qnjf,0.0,0.8333333333333333,False
1663,超级宝贝蔡奎奎,Thu Mar 12 22:56:13 +0800 2020,0,"""蔡代表第一期cut""",qnjf,0.0,0.8913657091622897,False
1664,本命坤源,Thu Mar 12 22:56:13 +0800 2020,0,"""太温柔了""",qnjf,0.0,0.7124120042692302,True
1665,小红葵的喵喵咪,Thu Mar 12 22:56:15 +0800 2020,0,"""嘻嘻(♡˙︶˙♡)""",qnjf,0.0,0.9386694771799367,False
1666,守护我的奶坤,Thu Mar 12 22:56:33 +0800 2020,0,"""蔡徐坤存一下 单人cut 谢谢""",qnjf,0.0,0.7461575796507669,True
1667,绯冷红,Thu Mar 12 22:56:39 +0800 2020,0,"""最好的最可爱的蔡PD""",qnjf,0.0,0.9764117124135668,False
1668,artist_kun,Wed Mar 18 13:05:35 +0800 2020,0,"""作品即是他最好的盔甲""",fashion,0.0,0.8334676756007275,False
1669,蔡总的金色小猫咪,Thu Mar 12 22:57:46 +0800 2020,0,"""来了""",qnjf,0.0,0.5262327818078083,False
1670,安培晴子,Wed Mar 18 13:03:19 +0800 2020,0,"""时间证明一切""",fashion,0.0,0.48287653046287005,False
1671,npc给我红,Wed Mar 18 13:03:17 +0800 2020,0,"""""",fashion,0.0,0.5,False
1672,迷情一吻K,Thu Mar 12 23:00:07 +0800 2020,0,"""我靠，我来了""",qnjf,0.0,0.5262327818078083,False
1673,MR-Felice,Wed Mar 18 12:55:47 +0800 2020,0,"""""",fashion,0.0,0.5,False
1674,跟蔡徐坤有关的粉丝名都取完了,Wed Mar 18 12:55:00 +0800 2020,0,"""优秀的人终会被看见""",fashion,0.0,0.9745839883835323,True
1675,·HardToGet·,Wed Mar 18 12:54:46 +0800 2020,0,"""""",fashion,0.0,0.5,False
1676,粥粥小猪猪,Wed Mar 18 12:53:59 +0800 2020,0,"""加油积累作品""",fashion,0.0,0.9925501393750066,False
1677,我没烟花绚丽,Wed Mar 18 12:50:41 +0800 2020,0,"""永远寻求突破，永远不懈努力，最终成就闪耀的自己 蔡徐坤一直用作品说话！""",fashion,0.0,0.9999662173482633,False
1678,一百种星辰,Wed Mar 18 12:50:22 +0800 2020,0,"""用作品说话""",fashion,0.0,0.67827171253868,False
1679,最爱的是小葵啦,Thu Mar 12 22:59:45 +0800 2020,0,"""存起来""",qnjf,0.0,0.4677966101694915,True
1680,圈儿1018,Wed Mar 18 12:49:22 +0800 2020,0,"""宝贝坤坤。@蔡徐坤 想你""",fashion,0.0,0.9288211435034391,False
1681,小菜猫柠,Thu Mar 12 23:00:05 +0800 2020,0,"""谢谢""",qnjf,0.0,0.5965665236051504,False
1682,红尘巷陌yuan,Thu Mar 12 23:00:10 +0800 2020,0,"""来看蔡PD了""",qnjf,0.0,0.8523446949005428,False
1683,砥砺前行时,Thu Mar 12 22:58:56 +0800 2020,0,"""cut来了，太好了""",qnjf,0.0,0.44739123205816433,False
1684,丨八月丨芒果冰沙真好吃丨,Thu Mar 12 23:00:14 +0800 2020,0,"""蔡徐坤""",qnjf,0.0,0.8182313426953005,True
1685,AK_小莎,Thu Mar 12 23:00:18 +0800 2020,0,"""来了""",qnjf,0.0,0.5262327818078083,False
1686,一起八月长大,Wed Mar 18 12:47:53 +0800 2020,0,"""""",fashion,0.0,0.5,True
1687,解忧朱砂痣,Wed Mar 18 12:47:06 +0800 2020,0,"""作品就是他最好的盔甲""",fashion,0.0,0.8334676756007275,False
1688,浮鄢然,Wed Mar 18 12:47:02 +0800 2020,0,"""没错""",fashion,0.0,0.38997354131708073,False
1689,最爱大睿宝,Wed Mar 18 12:46:51 +0800 2020,0,"""你的作品是舞台！作品就是你的盔甲！""",fashion,0.0,0.890976350348682,False
1690,蔡小坤只有三岁吖,Thu Mar 12 23:00:47 +0800 2020,0,"""""",qnjf,0.0,0.5,True
1691,和蔼的格格巫,Wed Mar 18 12:46:31 +0800 2020,0,"""专注作品专注音乐，这样的蔡徐坤值得光芒万丈""",fashion,0.0,0.9999463384413162,False
1692,是坤的蔡夫人吖,Thu Mar 12 23:01:01 +0800 2020,0,"""蔡徐坤啊""",qnjf,0.0,0.8182313426953005,True
1693,802kun珍,Thu Mar 12 22:59:00 +0800 2020,0,"""快哦""",qnjf,0.0,0.7164835164835165,True
1694,校校唯唯,Thu Mar 12 22:58:53 +0800 2020,0,"""""",qnjf,0.0,0.5,False
1695,你你你_慢点_,Wed Mar 18 13:02:58 +0800 2020,0,"""""",fashion,0.0,0.5,False
1696,今天小葵有没有好好长大呀,Thu Mar 12 22:58:31 +0800 2020,0,"""存存存！！""",qnjf,0.0,0.3313558665075075,True
1697,众慕葵葵k,Wed Mar 18 13:02:55 +0800 2020,0,"""说的对""",fashion,0.0,0.39041446358519516,True
1698,Colababe,Wed Mar 18 13:01:02 +0800 2020,0,"""时间会证明一切""",fashion,0.0,0.5107249354109945,False
1699,爱吃菜菜的静儿,Wed Mar 18 13:00:28 +0800 2020,0,"""蔡徐坤优秀""",fashion,0.0,0.9645527974364603,True
1700,记得爱蔡小葵,Thu Mar 12 22:58:02 +0800 2020,0,"""坤""",qnjf,0.0,0.5,True
1701,Viviangvc,Thu Mar 12 22:58:04 +0800 2020,0,"""蔡徐坤""",qnjf,0.0,0.8182313426953005,False
1702,KUN_heartbeat,Thu Mar 12 22:58:08 +0800 2020,0,"""哇完整版cut蔡徐坤就是温柔单身吧""",qnjf,0.0,0.9620934227290793,True
1703,爱而莽k醉而默,Thu Mar 12 22:58:10 +0800 2020,0,"""惊...惊呆了 全集cut？""",qnjf,0.0,0.9668492631744494,False
1704,你好咪-,Thu Mar 12 22:58:14 +0800 2020,0,"""青2蔡徐坤cut存#青2青春制作人代表蔡徐坤#""",qnjf,0.0,0.9990117329492856,False
1705,AK20002018,Thu Mar 12 22:58:21 +0800 2020,0,"""转发微博""",qnjf,0.0,0.6438907129142762,False
1706,-逢烟,Thu Mar 12 22:58:35 +0800 2020,0,"""继续热爱你""",qnjf,0.0,0.8305084745762713,False
1707,802kun珍,Thu Mar 12 22:58:51 +0800 2020,0,"""哇""",qnjf,0.0,0.5262327818078083,True
1708,菜包丝啊,Wed Mar 18 12:58:39 +0800 2020,0,"""新采访视频""",fashion,0.0,0.8114706477800935,False
1709,Cunk_,Wed Mar 18 12:57:26 +0800 2020,0,"""不要急着回应所有声音 你的作品就是你的舞台""",fashion,0.0,0.48482462965986395,False
1710,相信能吃到这颗糖,Wed Mar 18 12:57:22 +0800 2020,0,"""作品是最硬核的盔甲""",fashion,0.0,0.8163369384148449,False
1711,洋芋couple,Wed Mar 18 12:56:56 +0800 2020,0,"""来啦，蔡pd""",fashion,0.0,0.8182313426953005,False
1712,去吃蔬菜的路上,Wed Mar 18 12:56:29 +0800 2020,0,"""外面的声音打不倒内心的热爱""",fashion,0.0,0.710561250330318,False
1713,K-zn-金,Thu Mar 12 22:58:44 +0800 2020,0,"""蔡徐坤#蔡徐坤 打篮球只是我的爱好# #蔡徐坤 青你2制作人代表# 看到了舞台上完全不一样的你，认真负责温柔细心可爱有梗专业风趣等等等，整个一期下来@蔡徐坤 坤制作人做的游刃有余，期待后面的蔡PD""",qnjf,0.0,0.9999999598708341,False
