,Usename,Time,Like_count,Comments,blogger,weight,sentiments,isFan
3491,羊小舟同学Y,Fri Apr 03 08:26:07 +0800 2020,0,"""好好看啊""",xmtz,0.0,0.6280659780296179,False
3492,恋恋冬季0802,Fri Apr 03 08:26:09 +0800 2020,0,"""妈咪的蔡PD，看着你开心的笑，妈咪心都化了@蔡徐坤""",xmtz,0.0,0.9999980210560948,True
3493,AK梦曦,Fri Apr 03 08:26:19 +0800 2020,0,"""蔡徐坤""",xmtz,0.0,0.8182313426953005,False
3494,饭圈小透明辰辰,Fri Apr 03 08:26:19 +0800 2020,0,"""蔡徐坤棒棒哒！蔡徐坤加油！@蔡徐坤""",xmtz,0.0,0.9978375689800341,False
3495,想见你aaaa,Fri Apr 03 08:26:35 +0800 2020,0,"""蔡徐坤""",xmtz,0.0,0.8182313426953005,False
3496,小鱼咸菜菜,Fri Apr 03 08:26:40 +0800 2020,0,"""蔡徐坤""",xmtz,0.0,0.8182313426953005,True
3497,三月长安琉璃碎08256,Fri Apr 03 08:26:51 +0800 2020,0,"""怎么可以有这么好的男孩啊！""",xmtz,0.0,0.8759562608619486,True
3498,小葵看看孩子吧,Fri Apr 03 08:26:57 +0800 2020,0,"""蔡徐坤""",xmtz,0.0,0.8182313426953005,True
3499,谁不爱芒果冰,Fri Apr 03 08:26:59 +0800 2020,0,"""#青2青春制作人代表蔡徐坤# 还有饭拍也太幸福了""",xmtz,0.0,0.9990804631899255,False
3500,貪戀小困,Fri Apr 03 08:27:00 +0800 2020,0,"""蔡徐坤""",xmtz,0.0,0.8182313426953005,True
3501,小葵冲鸭鸭鸭,Fri Apr 03 08:27:07 +0800 2020,0,"""太温柔了叭这也""",xmtz,0.0,0.6904235016316663,True
3502,甜葵ikun,Fri Apr 03 08:27:09 +0800 2020,0,"""好甜""",xmtz,0.0,0.8511762551204554,True
3503,小瞎鱼的jio,Fri Apr 03 08:27:20 +0800 2020,0,"""哈哈啊哈啊哈""",xmtz,0.0,0.5262327818078083,False
3504,小瞎鱼的jio,Fri Apr 03 08:27:23 +0800 2020,0,"""是我们""",xmtz,0.0,0.5262327818078083,False
3505,YZ6002叶子姐姐,Fri Apr 03 08:27:26 +0800 2020,0,"""好甜呀""",xmtz,0.0,0.8511762551204554,False
3506,糊涂涂59809,Fri Apr 03 08:28:08 +0800 2020,0,"""""",xmtz,0.0,0.5,False
3507,每天睡不醒的困,Fri Apr 03 08:25:20 +0800 2020,0,"""#青2青春制作人代表蔡徐坤# cxk#蔡徐坤c位出道两周年快乐# 蔡徐坤 巨C""",xmtz,0.0,0.9995474791135205,False
3508,猪咪猪咪是你嘛,Fri Apr 03 08:25:15 +0800 2020,0,"""蔡徐坤""",xmtz,0.0,0.8182313426953005,False
3509,遇见你之后更专情的我,Fri Apr 03 08:25:11 +0800 2020,0,"""啊哈啊哈哈哈哈哈哈菜菜变葵葵""",xmtz,0.0,0.928998524050482,False
3510,柠檬浅薄,Fri Apr 03 08:24:00 +0800 2020,0,"""""",xmtz,0.0,0.5,False
3511,小蔡de圈外女友,Fri Apr 03 08:23:02 +0800 2020,0,"""蔡徐坤蔡徐坤蔡徐坤""",xmtz,0.0,0.9866549638949305,True
3512,8点02魔幻时刻,Fri Apr 03 08:23:07 +0800 2020,0,"""""",xmtz,0.0,0.5,False
3513,Ikun_我不是寇白门,Fri Apr 03 08:23:10 +0800 2020,0,"""可爱@蔡徐坤""",xmtz,0.0,0.9872148038681312,False
3514,今天爱葵了吗,Fri Apr 03 08:23:12 +0800 2020,0,"""蔡徐坤""",xmtz,0.0,0.8182313426953005,False
3515,小吴爱困,Fri Apr 03 08:23:20 +0800 2020,0,"""蔡徐坤""",xmtz,0.0,0.8182313426953005,True
3516,充满热情的scopescope5366,Fri Apr 03 08:23:26 +0800 2020,0,"""#青2青春制作人代表蔡徐坤# cxk#蔡徐坤c位出道两周年快乐# 蔡徐坤 巨C""",xmtz,0.0,0.9995474791135205,False
3517,Zoe葵奎,Fri Apr 03 08:23:50 +0800 2020,0,"""@徐坤家的傻二嘉""",xmtz,0.0,0.32214228042610127,True
3518,香香小猪葵,Fri Apr 03 08:23:53 +0800 2020,0,"""笑起来好憨憨噢""",xmtz,0.0,0.9533811162132899,False
3519,蔡徐坤专属立麦,Fri Apr 03 08:23:58 +0800 2020,0,"""""",xmtz,0.0,0.5,True
3520,琦爱kk_,Fri Apr 03 08:24:02 +0800 2020,0,"""蔡徐坤蔡徐坤蔡徐坤""",xmtz,0.0,0.9866549638949305,False
3521,心丶晴62451,Fri Apr 03 08:25:08 +0800 2020,0,"""蔡徐坤""",xmtz,0.0,0.8182313426953005,False
3522,小困环游记_,Fri Apr 03 08:24:16 +0800 2020,0,"""哈哈哈哈，好可爱啊！！""",xmtz,0.0,0.9749058174832126,True
3523,3遇上8,Fri Apr 03 08:24:24 +0800 2020,0,"""#青2青春制作人代表蔡徐坤# cxk#蔡徐坤c位出道两周年快乐# 蔡徐坤 巨C""",xmtz,0.0,0.9995474791135205,False
3524,一天要瘦几斤呢,Fri Apr 03 08:24:27 +0800 2020,0,"""蔡徐坤""",xmtz,0.0,0.8182313426953005,False
3525,夏夜暖风201805,Fri Apr 03 08:24:28 +0800 2020,0,"""啊！蔡徐坤""",xmtz,0.0,0.8182313426953005,False
3526,顾初辞9,Fri Apr 03 08:24:30 +0800 2020,0,"""蔡徐坤""",xmtz,0.0,0.8182313426953005,False
3527,恋恋冬季0802,Fri Apr 03 08:24:31 +0800 2020,0,"""看到我宝宝好开森啊""",xmtz,0.0,0.9026142726178759,True
3528,卿月小屋IKUN,Fri Apr 03 08:24:50 +0800 2020,0,"""坤坤!!""",xmtz,0.0,0.44767845850986676,True
3529,一可爱的IKUN,Fri Apr 03 08:25:02 +0800 2020,0,"""蔡徐坤""",xmtz,0.0,0.8182313426953005,True
3530,恋恋冬季0802,Fri Apr 03 08:25:03 +0800 2020,0,"""崽崽开心❤️妈咪也开心""",xmtz,0.0,0.999940110805673,True
3531,小困要喝旺仔,Fri Apr 03 08:28:28 +0800 2020,0,"""蔡徐坤""",xmtz,0.0,0.8182313426953005,True
3532,奶思小王,Fri Apr 03 08:28:55 +0800 2020,0,"""蔡徐坤是温柔本身""",xmtz,0.0,0.9642750772869618,False
3533,蔡徐坤的女人9999,Fri Apr 03 08:38:38 +0800 2020,0,"""蔡徐坤！！！！！""",xmtz,0.0,0.8020859269935734,True
3534,小葵呆呆,Fri Apr 03 08:29:11 +0800 2020,0,"""他笑起来真的好憨憨好治愈啊""",xmtz,0.0,0.9579745307735775,True
3535,爱坤莹儿,Fri Apr 03 08:34:28 +0800 2020,0,"""好帅好甜我太爱他了""",xmtz,0.0,0.8667234785870651,True
3536,Aries647,Fri Apr 03 08:34:44 +0800 2020,0,"""帅帅帅""",xmtz,0.0,0.9995505861467172,False
3537,苒苒就这样,Fri Apr 03 08:35:00 +0800 2020,0,"""蔡徐坤蔡徐坤蔡徐坤蔡徐坤蔡徐坤""",xmtz,0.0,0.9991771730423598,False
3538,YKunxx_芒,Fri Apr 03 08:35:05 +0800 2020,0,"""这也太可爱了吧""",xmtz,0.0,0.6663463298769546,False
3539,天天想念蔡徐坤,Fri Apr 03 08:35:09 +0800 2020,0,"""蔡徐坤""",xmtz,0.0,0.8182313426953005,True
3540,好憨一个蕾,Fri Apr 03 08:35:31 +0800 2020,0,"""@rrabbbbbbit @宇宙第一帝国魔法少女大人 这不就是找了个男朋友的感受吗""",xmtz,0.0,0.9999939638772298,False
3541,两岁就爱哭,Fri Apr 03 08:35:39 +0800 2020,0,"""蔡徐坤""",xmtz,0.0,0.8182313426953005,False
3542,颖TTT,Fri Apr 03 08:35:42 +0800 2020,0,"""蔡徐坤蔡徐坤蔡徐坤""",xmtz,0.0,0.9866549638949305,False
3543,迷糊迷糊要睡觉,Fri Apr 03 08:35:48 +0800 2020,0,"""小甜甜""",xmtz,0.0,0.9099534285708369,False
3544,你爱恰菜吗,Fri Apr 03 08:36:01 +0800 2020,0,"""蔡徐坤蔡徐坤蔡徐坤""",xmtz,0.0,0.9866549638949305,False
3545,小碗黑米粥00,Fri Apr 03 08:36:11 +0800 2020,0,"""ikun的激动的我听不清坤坤在说啥 哈哈哈哈哈哈 但是没关系 帅气看得见就行@蔡徐坤""",xmtz,0.0,0.9999512451026472,False
3546,菜困的可乐,Fri Apr 03 08:36:17 +0800 2020,0,"""甜！！""",xmtz,0.0,0.7500624229391235,True
3547,坤很酷FKUn,Fri Apr 03 08:37:09 +0800 2020,0,"""蔡徐坤""",xmtz,0.0,0.8182313426953005,True
3548,神秘的她she,Fri Apr 03 08:37:11 +0800 2020,0,"""蔡徐坤蔡徐坤蔡徐坤蔡徐坤蔡徐坤蔡徐坤蔡徐坤蔡徐坤蔡徐坤蔡徐坤蔡徐坤蔡徐坤蔡徐坤""",xmtz,0.0,0.999999988683497,False
3549,August9790,Fri Apr 03 08:37:12 +0800 2020,0,"""蔡徐坤""",xmtz,0.0,0.8182313426953005,False
3550,蔡奎葵家蔡菜丢了,Fri Apr 03 08:37:16 +0800 2020,0,"""#蔡徐坤金属边眼镜# 妈粉也看到了爱情🤧""",xmtz,0.0,0.8518929653095094,True
3551,蔡小葵的小熊饼干,Fri Apr 03 08:37:19 +0800 2020,0,"""蔡徐坤""",xmtz,0.0,0.8182313426953005,True
3552,蜜桃派梦游记-,Fri Apr 03 08:37:24 +0800 2020,0,"""坤哥""",xmtz,0.0,0.6000799053524193,False
3553,今天有喜欢蔡徐坤吗,Fri Apr 03 08:37:25 +0800 2020,0,"""好喜欢蔡徐坤这样笑 感觉甜甜的 很治愈的笑容诶@蔡徐坤""",xmtz,0.0,0.9999139571501027,True
3554,L葵里奎气Y,Fri Apr 03 08:37:53 +0800 2020,0,"""我可太喜欢看蔡徐坤这么开心地笑了""",xmtz,0.0,0.9656033153257984,False
3555,葵葵有点饿,Fri Apr 03 08:38:22 +0800 2020,0,"""呜呜呜呜全程姨母笑""",xmtz,0.0,0.5486976325915089,True
3556,幸运的视角KUN,Fri Apr 03 08:33:59 +0800 2020,0,"""蔡徐坤#蔡徐坤c位出道两周年快乐# @蔡徐坤""",xmtz,0.0,0.9974103313418362,True
3557,盛夏菲浅,Fri Apr 03 08:33:36 +0800 2020,0,"""蔡徐坤""",xmtz,0.0,0.8182313426953005,False
3558,Rebirth小刘,Fri Apr 03 08:33:11 +0800 2020,0,"""太爱了啊啊啊""",xmtz,0.0,0.791184024493409,False
3559,AUGUST_娃娃蔡,Fri Apr 03 08:30:10 +0800 2020,0,"""宝宝好可爱""",xmtz,0.0,0.9497389752983557,True
3560,CMMCXK,Fri Apr 03 08:29:16 +0800 2020,0,"""坤坤好可爱啊！""",xmtz,0.0,0.841256592377274,True
3561,蔡徐坤的小菜苗,Fri Apr 03 08:29:30 +0800 2020,0,"""蔡徐坤""",xmtz,0.0,0.8182313426953005,True
3562,蛋炒炒炒炒炒炒饭,Fri Apr 03 08:29:36 +0800 2020,0,"""#蔡徐坤金属边眼镜#cxk#蔡徐坤对职业的解读#""",xmtz,0.0,0.9936238696889106,False
3563,南有夏浅83194,Fri Apr 03 08:29:49 +0800 2020,0,"""蔡徐坤""",xmtz,0.0,0.8182313426953005,False
3564,微笑33晴天,Fri Apr 03 08:29:51 +0800 2020,0,"""蔡徐坤""",xmtz,0.0,0.8182313426953005,False
3565,爱吃蔡菜-05,Fri Apr 03 08:29:57 +0800 2020,0,"""蔡徐坤""",xmtz,0.0,0.8182313426953005,False
3566,爱画画的猪0802,Fri Apr 03 08:30:02 +0800 2020,0,"""蔡徐坤""",xmtz,0.0,0.8182313426953005,True
3567,Laurennnn_w,Fri Apr 03 08:30:02 +0800 2020,0,"""蔡徐坤""",xmtz,0.0,0.8182313426953005,False
3568,-拾鲤与和川子-,Fri Apr 03 08:30:10 +0800 2020,0,"""蔡徐坤""",xmtz,0.0,0.8182313426953005,False
3569,泡菜-Jenny,Fri Apr 03 08:30:14 +0800 2020,0,"""好甜好甜好甜好甜""",xmtz,0.0,0.9987209316761281,False
3570,Urihann-,Fri Apr 03 08:33:04 +0800 2020,0,"""蔡徐坤""",xmtz,0.0,0.8182313426953005,False
3571,Kelly_KUN,Fri Apr 03 08:30:42 +0800 2020,0,"""啊啊啊！！""",xmtz,0.0,0.7297953905324696,True
3572,02着眼,Fri Apr 03 08:30:43 +0800 2020,0,"""蔡徐坤""",xmtz,0.0,0.8182313426953005,False
3573,沙雕李振,Fri Apr 03 08:31:13 +0800 2020,0,"""蔡徐坤""",xmtz,0.0,0.8182313426953005,False
3574,慧慧的奎葵,Fri Apr 03 08:31:25 +0800 2020,0,"""小宝贝""",xmtz,0.0,0.8057172384410832,True
3575,芒果奎,Fri Apr 03 08:31:33 +0800 2020,0,"""蔡徐坤""",xmtz,0.0,0.8182313426953005,False
3576,用户陈陈陈啊,Fri Apr 03 08:31:51 +0800 2020,0,"""蔡徐坤""",xmtz,0.0,0.8182313426953005,False
3577,亚维莉,Fri Apr 03 08:32:06 +0800 2020,0,"""笑的好开心啊啊啊""",xmtz,0.0,0.9656636395810695,False
3578,青春的旅途没有红灯ss唯坤,Fri Apr 03 08:32:34 +0800 2020,0,"""蔡徐坤""",xmtz,0.0,0.8182313426953005,True
3579,北风眷眷,Fri Apr 03 08:32:55 +0800 2020,0,"""蔡徐坤""",xmtz,0.0,0.8182313426953005,False
3580,凝崽max,Fri Apr 03 08:57:23 +0800 2020,0,"""蔡徐坤""",xmtz,0.0,0.8182313426953005,False
3581,元气芋一,Fri Apr 03 08:57:45 +0800 2020,0,"""蔡徐坤""",xmtz,0.0,0.8182313426953005,False
3582,麻衣是我的老婆,Fri Apr 03 08:57:58 +0800 2020,0,"""太可爱了""",xmtz,0.0,0.6663463298769546,False
3583,jsjx0407,Fri Apr 03 09:44:09 +0800 2020,0,"""好可爱""",xmtz,0.0,0.8789676580241895,False
3584,kk新新,Fri Apr 03 09:37:48 +0800 2020,0,"""甜甜甜""",xmtz,0.0,0.967762716735043,False
3585,每天都在哼喂喂喂的熊熊,Fri Apr 03 09:37:52 +0800 2020,0,"""转发微博""",xmtz,0.0,0.6438907129142762,False
3586,小团甜,Fri Apr 03 09:38:07 +0800 2020,0,"""蔡徐坤""",xmtz,0.0,0.8182313426953005,False
3587,素质教育的漏网之鱼--,Fri Apr 03 09:38:20 +0800 2020,0,"""好漂亮的宝宝哦""",xmtz,0.0,0.9756284341065109,False
3588,陪你闹坑爹,Fri Apr 03 09:39:06 +0800 2020,0,"""啊啊啊啊啊啊啊啊啊啊""",xmtz,0.0,0.9937750853721465,False
3589,KUNv梓曦,Fri Apr 03 09:39:13 +0800 2020,0,"""太甜了吧""",xmtz,0.0,0.5,True
3590,Songsson啊瘦羊,Fri Apr 03 09:39:33 +0800 2020,0,"""可爱坤""",xmtz,0.0,0.7921244624821236,False
3591,可爱小蔡Y,Fri Apr 03 09:40:06 +0800 2020,0,"""蔡徐坤""",xmtz,0.0,0.8182313426953005,True
3592,Jerry_众慕葵葵,Fri Apr 03 09:40:25 +0800 2020,0,"""蔡徐坤好棒👍🏻 棒""",xmtz,0.0,0.997740045480892,True
3593,提亚拉是猪,Fri Apr 03 09:40:30 +0800 2020,0,"""转发微博""",xmtz,0.0,0.6438907129142762,False
3594,葵葵在家嘛,Fri Apr 03 09:41:07 +0800 2020,0,"""哥哥我爱你！要一直这么开心哦""",xmtz,0.0,0.9955311521581189,True
3595,KUN_夫人,Fri Apr 03 09:41:12 +0800 2020,0,"""蔡徐坤""",xmtz,0.0,0.8182313426953005,True
3596,牵小葵的猪蹄,Fri Apr 03 09:41:40 +0800 2020,0,"""蔡徐坤""",xmtz,0.0,0.8182313426953005,True
3597,爱坤的小麦兜,Fri Apr 03 09:42:00 +0800 2020,0,"""蔡代表很皮呀，也好可爱呀[太開心]""",xmtz,0.0,0.9483250035331838,True
3598,小葵奎花0802,Fri Apr 03 09:42:35 +0800 2020,0,"""蔡徐坤""",xmtz,0.0,0.8182313426953005,True
3599,十里轻风象牙舟,Fri Apr 03 09:43:16 +0800 2020,0,"""蔡徐坤""",xmtz,0.0,0.8182313426953005,False
3600,奶坤小香,Fri Apr 03 09:43:19 +0800 2020,0,"""太可爱了""",xmtz,0.0,0.6663463298769546,True
3601,喜欢坤子哥的才华,Fri Apr 03 09:43:33 +0800 2020,0,"""蔡徐坤""",xmtz,0.0,0.8182313426953005,True
3602,小天使葵葵,Fri Apr 03 09:43:41 +0800 2020,0,"""转发微博""",xmtz,0.0,0.6438907129142762,True
3603,稚气维他命i,Fri Apr 03 09:43:47 +0800 2020,0,"""蔡徐坤""",xmtz,0.0,0.8182313426953005,False
3604,我不太想穿秋裤,Fri Apr 03 09:43:48 +0800 2020,0,"""蔡徐坤""",xmtz,0.0,0.8182313426953005,False
3605,·芝士莓莓坤酱·,Fri Apr 03 09:37:22 +0800 2020,0,"""嗷————小甜甜！好可爱好可爱好可爱""",xmtz,0.0,0.9987217581722923,True
3606,我们的事情说来话长,Fri Apr 03 09:37:07 +0800 2020,0,"""可爱可爱可爱！""",xmtz,0.0,0.9822478497054713,False
3607,Qi柒ikun,Fri Apr 03 09:37:06 +0800 2020,0,"""蔡徐坤""",xmtz,0.0,0.8182313426953005,False
3608,东棉花手记,Fri Apr 03 09:30:18 +0800 2020,0,"""帅死了""",xmtz,0.0,0.8528627182470886,False
3609,nines女孩07775,Fri Apr 03 09:27:24 +0800 2020,0,"""坤坤最帅""",xmtz,0.0,0.6184777508821578,False
3610,温妮暖茶墨香678,Fri Apr 03 09:27:24 +0800 2020,0,"""好开心哦～很甜 ，ikun太撩了""",xmtz,0.0,0.9217168037381683,False
3611,呆梦梦-,Fri Apr 03 09:27:31 +0800 2020,0,"""啊啊啊啊啊啊啊啊啊我死了""",xmtz,0.0,0.9607416614885163,False
3612,Ikun女孩走起,Fri Apr 03 09:27:33 +0800 2020,0,"""坤哥爱你""",xmtz,0.0,0.8006502761920786,False
3613,小宋爱小葵,Fri Apr 03 09:27:49 +0800 2020,0,"""太帅了""",xmtz,0.0,0.5,True
3614,佳佳太甜辽,Fri Apr 03 09:28:21 +0800 2020,0,"""蔡徐坤""",xmtz,0.0,0.8182313426953005,False
3615,静音清音,Fri Apr 03 09:28:40 +0800 2020,0,"""不用音乐这么大声""",xmtz,0.0,0.3851659588631092,False
3616,葵的喵朵儿,Fri Apr 03 09:29:58 +0800 2020,0,"""蔡徐坤""",xmtz,0.0,0.8182313426953005,False
3617,柒柒_kun,Fri Apr 03 09:29:58 +0800 2020,0,"""我什么时候能看一次现场""",xmtz,0.0,0.22205272046436197,False
3618,蔡小葵与赵小刀,Fri Apr 03 09:31:21 +0800 2020,0,"""这可能就是最幸福的时候了 坤是主持人 ikun是评委""",xmtz,0.0,0.7326818896608331,True
3619,菜花小困,Fri Apr 03 09:36:58 +0800 2020,0,"""蔡徐坤""",xmtz,0.0,0.8182313426953005,True
3620,PPAP_蔡徐坤,Fri Apr 03 09:33:05 +0800 2020,0,"""啊啊啊""",xmtz,0.0,0.7499999999999999,True
3621,T_accompany_K,Fri Apr 03 09:33:35 +0800 2020,0,"""太甜了 一大早我又开始笑了""",xmtz,0.0,0.261780719360439,False
3622,绾清影,Fri Apr 03 09:33:47 +0800 2020,0,"""蔡徐坤""",xmtz,0.0,0.8182313426953005,False
3623,比你还乖57905,Fri Apr 03 09:34:53 +0800 2020,0,"""蔡徐坤""",xmtz,0.0,0.8182313426953005,False
3624,困困好可可,Fri Apr 03 09:35:11 +0800 2020,0,"""笑起来好可爱""",xmtz,0.0,0.9384835436274165,True
3625,黑夜有星辰0,Fri Apr 03 09:35:37 +0800 2020,0,"""蔡徐坤""",xmtz,0.0,0.8182313426953005,False
3626,此乃葵妈轮博号1,Fri Apr 03 09:36:07 +0800 2020,0,"""嘿嘿🌞来了""",xmtz,0.0,0.619643691979598,False
3627,Ei_Ei蔡徐坤,Fri Apr 03 09:36:46 +0800 2020,0,"""可爱啊啊啊""",xmtz,0.0,0.919560559546038,True
3628,兮辞爱坤,Fri Apr 03 09:36:48 +0800 2020,0,"""蔡徐坤""",xmtz,0.0,0.8182313426953005,True
3629,·北纬季风区·,Fri Apr 03 09:44:09 +0800 2020,0,"""蔡徐坤""",xmtz,0.0,0.8182313426953005,False
3630,第82块银河碎片,Fri Apr 03 09:44:14 +0800 2020,0,"""蔡徐坤""",xmtz,0.0,0.8182313426953005,True
3631,一大口菜团子K,Fri Apr 03 09:27:08 +0800 2020,0,"""妈迪  他笑起来好好看""",xmtz,0.0,0.773847337006554,False
3632,兮呀Qin,Fri Apr 03 09:44:22 +0800 2020,0,"""蔡徐坤""",xmtz,0.0,0.8182313426953005,False
3633,柳杨Glory,Fri Apr 03 09:52:29 +0800 2020,0,"""好甜""",xmtz,0.0,0.8511762551204554,False
3634,蔡猪咪又醉奶,Fri Apr 03 09:52:45 +0800 2020,0,"""蔡徐坤""",xmtz,0.0,0.8182313426953005,False
3635,要不要来颗糖果,Fri Apr 03 09:52:55 +0800 2020,0,"""蔡徐坤""",xmtz,0.0,0.8182313426953005,False
3636,BlackCyou,Fri Apr 03 09:52:58 +0800 2020,0,"""蔡徐坤""",xmtz,0.0,0.8182313426953005,False
3637,南风72797,Fri Apr 03 09:53:13 +0800 2020,0,"""光芒体🦁""",xmtz,0.0,0.6382856109381383,False
3638,L哒哒ee,Fri Apr 03 09:53:30 +0800 2020,0,"""憨憨哈哈哈""",xmtz,0.0,0.8425087992361369,False
3639,坤哥夫人呐,Fri Apr 03 09:53:35 +0800 2020,0,"""蔡徐坤""",xmtz,0.0,0.8182313426953005,True
3640,hebikun1984,Fri Apr 03 09:53:45 +0800 2020,0,"""好可爱""",xmtz,0.0,0.8789676580241895,False
3641,遇见小葵呀,Fri Apr 03 09:54:11 +0800 2020,0,"""蔡徐坤""",xmtz,0.0,0.8182313426953005,True
3642,小琪妹2000,Fri Apr 03 09:55:01 +0800 2020,0,"""转发微博""",xmtz,0.0,0.6438907129142762,False
3643,蔡家仙女K,Fri Apr 03 09:55:58 +0800 2020,0,"""蔡徐坤""",xmtz,0.0,0.8182313426953005,False
3644,奎困不困,Fri Apr 03 09:56:08 +0800 2020,0,"""蔡徐坤""",xmtz,0.0,0.8182313426953005,False
3645,陈小妹15,Fri Apr 03 09:56:10 +0800 2020,0,"""转发微博""",xmtz,0.0,0.6438907129142762,False
3646,心里只有一个葵奎,Fri Apr 03 09:56:13 +0800 2020,0,"""真好真好""",xmtz,0.0,0.7719088315662235,True
3647,坤了哥弄丢的小师妹,Fri Apr 03 09:56:16 +0800 2020,0,"""蔡徐坤""",xmtz,0.0,0.8182313426953005,True
3648,坤坤的小怪兽,Fri Apr 03 09:56:27 +0800 2020,0,"""蔡徐坤""",xmtz,0.0,0.8182313426953005,True
3649,花生敏敏喜葵葵,Fri Apr 03 09:56:48 +0800 2020,0,"""@二欣本欣 @小屠屠霸冷若兮 啊啊啊啊啊啊啊啊没了我没了""",xmtz,0.0,0.9973453070737666,True
3650,不想一直都在洽柠檬,Fri Apr 03 09:56:56 +0800 2020,0,"""我来马住""",xmtz,0.0,0.40367319306689464,False
3651,hebikun1981,Fri Apr 03 09:57:16 +0800 2020,0,"""好可爱""",xmtz,0.0,0.8789676580241895,False
3652,戀星児,Fri Apr 03 09:57:32 +0800 2020,0,"""蔡徐坤""",xmtz,0.0,0.8182313426953005,False
3653,然然敲阔耐2020,Fri Apr 03 09:57:35 +0800 2020,0,"""听不清""",xmtz,0.0,0.547977686620581,False
3654,Rniuniu,Fri Apr 03 09:52:23 +0800 2020,0,"""蔡徐坤@蔡徐坤""",xmtz,0.0,0.9879694612517959,False
3655,居居小葵,Fri Apr 03 09:51:41 +0800 2020,0,"""就安静安静""",xmtz,0.0,0.849099269523228,True
3656,小坤的旺仔niu奶,Fri Apr 03 09:51:38 +0800 2020,0,"""啊啊啊啊啊啊啊蔡徐坤好甜！！！！！""",xmtz,0.0,0.997573717800293,True
3657,坤的欣_,Fri Apr 03 09:47:49 +0800 2020,0,"""好甜好甜好甜好甜好甜好甜好可爱啊我们宝宝""",xmtz,0.0,0.9999971606458158,True
3658,是婷婷婷婷鸭,Fri Apr 03 09:44:25 +0800 2020,0,"""蔡徐坤""",xmtz,0.0,0.8182313426953005,False
3659,琦琦呀k,Fri Apr 03 09:44:30 +0800 2020,0,"""蔡徐坤值得""",xmtz,0.0,0.9250745000312004,False
3660,爱蔡三岁,Fri Apr 03 09:44:35 +0800 2020,0,"""蔡徐坤""",xmtz,0.0,0.8182313426953005,False
3661,小颖小颖可爱机灵,Fri Apr 03 09:44:51 +0800 2020,0,"""蔡徐坤""",xmtz,0.0,0.8182313426953005,False
3662,Rain丨August,Fri Apr 03 09:46:09 +0800 2020,0,"""转发微博""",xmtz,0.0,0.6438907129142762,False
3663,蔡蔡不吃菜·,Fri Apr 03 09:46:45 +0800 2020,0,"""蔡徐坤""",xmtz,0.0,0.8182313426953005,True
3664,小葵葵202004,Fri Apr 03 09:47:15 +0800 2020,0,"""太值得了""",xmtz,0.0,0.5897414493504465,True
3665,兔宝第1,Fri Apr 03 09:47:16 +0800 2020,0,"""小坤永远都能治愈我""",xmtz,0.0,0.855149428070936,False
3666,士中一,Fri Apr 03 09:47:47 +0800 2020,0,"""蔡徐坤""",xmtz,0.0,0.8182313426953005,False
3667,彤宝超级爱坤哥,Fri Apr 03 09:48:03 +0800 2020,0,"""蔡徐坤""",xmtz,0.0,0.8182313426953005,True
3668,楠楠雨霖铃42711,Fri Apr 03 09:51:22 +0800 2020,0,"""""",xmtz,0.0,0.5,False
3669,cxkzf,Fri Apr 03 09:48:20 +0800 2020,0,"""好可爱""",xmtz,0.0,0.8789676580241895,False
3670,归期无长安,Fri Apr 03 09:48:39 +0800 2020,0,"""蔡徐坤""",xmtz,0.0,0.8182313426953005,False
3671,超爱吃甜菜奶葵,Fri Apr 03 09:48:47 +0800 2020,0,"""可爱到原地爆炸""",xmtz,0.0,0.8206023086607697,True
3672,AiAi娜娜呀,Fri Apr 03 09:49:11 +0800 2020,0,"""好甜好甜啊啊啊""",xmtz,0.0,0.9875839342563781,False
3673,蔡先生眼里有涐,Fri Apr 03 09:49:37 +0800 2020,0,"""葵葵憨憨的好可爱""",xmtz,0.0,0.8267232604840405,True
3674,___Lqyiunug,Fri Apr 03 09:49:50 +0800 2020,0,"""哇哇哇好可爱好可爱""",xmtz,0.0,0.97246549482138,False
3675,不仅囍歡,Fri Apr 03 09:49:51 +0800 2020,0,"""蔡徐坤""",xmtz,0.0,0.8182313426953005,False
3676,只i蔡徐坤先生,Fri Apr 03 09:50:26 +0800 2020,0,"""蔡徐坤""",xmtz,0.0,0.8182313426953005,True
3677,floreed,Fri Apr 03 09:50:58 +0800 2020,0,"""#蔡徐坤金属边眼镜#""",xmtz,0.0,0.766232294558736,False
3678,池枭k_KUN,Fri Apr 03 09:27:13 +0800 2020,0,"""蔡徐坤""",xmtz,0.0,0.8182313426953005,True
3679,lonesome孤寂90939,Fri Apr 03 09:26:32 +0800 2020,0,"""蔡徐坤""",xmtz,0.0,0.8182313426953005,False
3680,葵葵的北梦,Fri Apr 03 08:58:06 +0800 2020,0,"""蔡徐坤""",xmtz,0.0,0.8182313426953005,True
3681,蔡小葵的诺言,Fri Apr 03 09:09:43 +0800 2020,0,"""蔡徐坤""",xmtz,0.0,0.8182313426953005,True
3682,你是我的独家记忆K,Fri Apr 03 09:03:01 +0800 2020,0,"""可可爱爱""",xmtz,0.0,0.9188908873483798,False
3683,爱之诺言81526,Fri Apr 03 09:03:04 +0800 2020,0,"""蔡徐坤""",xmtz,0.0,0.8182313426953005,False
3684,江渚妙臾,Fri Apr 03 09:03:09 +0800 2020,0,"""给我看哭了宝贝好开心呀""",xmtz,0.0,0.9805925286946984,False
