,Usename,Time,Like_count,Comments,blogger,sentiments,weight,isFan
1350,A啦啦啦哈哈,Fri Mar 13 00:08:58 +0800 2020,1.0,"""我看了之后真香，坤坤粉了""",mgyl,0.8410641039880048,0.5,False
1351,我幂是个小太阳,Fri Mar 13 00:08:30 +0800 2020,1.0,"""虽然他之前一直被黑，也没有讨厌他，今天看了节目，觉得他很体贴照顾人呢""",mgyl,0.9969634026616059,0.5,False
1352,oecec,Mon Mar 16 18:04:09 +0800 2020,1.0,"""06666666""",xlyl,0.5,0.5,False
1353,漂泊的心哇,Mon Mar 16 18:04:09 +0800 2020,1.0,"""06666666""",xlyl,0.5,0.5,False
1354,养乐多多yop,Mon Mar 16 18:04:09 +0800 2020,1.0,"""06666666""",xlyl,0.5,0.5,False
1355,杰瑞葵二宝,Thu Mar 12 13:51:28 +0800 2020,1.0,"""看完""",wyyl,0.7164608636766688,0.5,False
1356,vogue木木,Mon Mar 16 18:04:18 +0800 2020,1.0,"""66666""",xlyl,0.5,0.5,False
1357,kun的刺,Thu Mar 12 13:20:48 +0800 2020,1.0,"""等你和我结婚的时候早生贵子@蔡徐坤""",wyyl,0.9524764772855431,0.5,False
1358,ZL静吖,Mon Mar 16 18:10:05 +0800 2020,1.0,"""喜欢你的真实。""",xlyl,0.8550572517004243,0.5,False
1359,老衲真的想吃素,Thu Mar 12 13:20:41 +0800 2020,1.0,"""我来了！太快乐了！""",wyyl,0.887852094141218,0.5,False
1360,啃啃番石榴,Mon Mar 16 18:23:25 +0800 2020,1.0,"""哈哈哈好喜欢这样子的采访""",xlyl,0.9625190207365535,0.5,False
1361,岚_嵐,Thu Mar 12 13:16:26 +0800 2020,1.0,"""哈哈哈哈哈哈哈哈哈哈哈哈哈哈蔡徐坤最近是改谐星了吗哈哈哈哈哈哈哈笑到厥过去了哈哈哈哈哈哈哈""",wyyl,0.9999996063857228,0.5,False
1362,少一只葵,Sun Mar 15 13:50:03 +0800 2020,1.0,"""55555蔡徐坤太可爱了吧好臭屁啊小孩 而且嘴上说自己是5g实际上截图都是现在才会了 真可爱宝宝宝宝宝""",xlzy,0.9021715798202113,0.5,False
1363,KUN欣--星河认定的我们,Sun Mar 15 16:06:43 +0800 2020,1.0,"""有梗的PD，啊哈哈哈看来最近网速跟上了""",xlzy,0.5792297087904094,0.5,True
1364,s惠ss,Thu Mar 12 13:14:25 +0800 2020,1.0,"""是傻傻的爱吃醋的无语坤没错啦""",wyyl,0.050292444671933945,0.5,False
1365,·心動小困·,Sun Mar 15 15:29:07 +0800 2020,1.0,"""可可爱爱""",xlzy,0.9188908873483798,0.5,True
1366,qpencil,Fri Mar 13 00:33:47 +0800 2020,1.0,"""爱好或特长都可以 都好 是有些人不好不是你""",mgyl,0.8659609662321043,0.5,False
1367,醉醉人人,Fri Mar 13 00:35:29 +0800 2020,1.0,"""鸡你太美，NBA代言人""",mgyl,0.9257801597188646,0.5,False
1368,请蔡徐坤吃雪糕_,Thu Mar 12 17:01:30 +0800 2020,1.0,"""坤哥最高冷了  """,wyyl,0.39249694492582354,0.5,True
1369,嗒嗒哒嗒嗒哒啦嗒,Sun Mar 15 13:44:42 +0800 2020,1.0,"""#蔡徐坤冲呀# 哈哈哈哈哈哈哈哈@明良是光""",xlzy,0.9883473352286678,0.5,False
1370,不李不李,Fri Mar 13 00:34:30 +0800 2020,1.0,"""虽然仍旧get不到舞台和颜，但性格确实很让人舒服""",mgyl,0.8989641893113999,0.5,False
1371,深海的渔儿,Sun Mar 15 15:42:53 +0800 2020,1.0,"""温柔善良可爱的PD""",xlzy,0.9931943723945003,0.5,False
1372,我的头发会回来吗,Fri Mar 13 00:30:54 +0800 2020,1.0,"""直奔lisa去的 但看了这两期之后我觉得真的有点让我惊喜 有酷酷的也有甜甜的女孩子 超出我预期太多了""",mgyl,0.9562847342305093,0.5,False
1373,snowy龟龟,Thu Mar 12 13:12:06 +0800 2020,1.0,"""蔡徐坤，你最近有点皮呀""",wyyl,0.8261304629883841,0.5,False
1374,hi姜沐沐,Thu Mar 12 13:12:13 +0800 2020,1.0,"""我要高冷""",wyyl,0.45336450855382393,0.5,False
1375,咕咕啾_,Sun Mar 15 15:28:44 +0800 2020,1.0,"""菜菜冲鸭!""",xlzy,0.01281099024757515,0.5,False
1376,KUNS-CUTEHEART,Sun Mar 15 13:57:13 +0800 2020,1.0,"""哈哈哈哈哈哈蔡徐坤真的好有梗""",xlzy,0.997129253314969,0.5,True
1377,tina_8021_,Fri Mar 13 00:32:20 +0800 2020,1.0,"""看了这个感觉对cxk改观挺大的诶""",mgyl,0.8374876291672422,0.5,True
1378,木易YANG_同学,Fri Mar 13 00:31:38 +0800 2020,1.0,"""放过他吧 他真的很好了那么努力那么优秀那么暖""",mgyl,0.986291926916674,0.5,False
1379,泡菜达人k,Thu Mar 12 13:12:07 +0800 2020,1.0,"""啊啊啊啊啊啊又cue到我们的蛋炒饭成员了吗！""",wyyl,0.9310674684743343,0.5,False
1380,未完结的故事2019,Sun Mar 15 15:45:38 +0800 2020,1.0,"""""",xlzy,0.5,0.5,False
1381,小葵的旺仔奶呢,Sun Mar 15 13:56:47 +0800 2020,1.0,"""挺搞笑的哈哈哈哈哈哈哈哈哈哈哈哈哈哈@蔡徐坤""",xlzy,0.9999734557305752,0.5,True
1382,-阿笙笙笙笙-,Thu Mar 12 13:11:09 +0800 2020,1.0,"""太可爱了""",wyyl,0.6663463298769546,0.5,False
1383,摘星揽葵,Sun Mar 15 13:56:24 +0800 2020,1.0,"""哈哈哈哈哈蔡pd好有梗哈哈哈哈哈""",xlzy,0.9959434219638076,0.5,False
1384,雨yuyu嘻嘻,Thu Mar 12 13:13:42 +0800 2020,1.0,"""哈哈哈哈哈蔡徐坤你怎么这么好笑""",wyyl,0.9078454410224117,0.5,False
1385,啥味儿的小橘子,Thu Mar 12 23:41:58 +0800 2020,1.0,"""心疼死了""",mgyl,0.4142878365644149,0.5,False
1386,摩小摩爱米,Thu Mar 12 19:21:17 +0800 2020,1.0,"""好可爱啊""",wyyl,0.8789676580241895,0.5,False
1387,八月是你的小狮子,Thu Mar 12 13:08:28 +0800 2020,1.0,"""文字版采访我马住""",wyyl,0.7244034793739494,0.5,True
1388,-阿笙笙笙笙-,Thu Mar 12 13:08:27 +0800 2020,1.0,"""我来了来了来了今天我好快乐""",wyyl,0.9984590578490032,0.5,False
1389,August七seven,Thu Mar 12 15:13:17 +0800 2020,1.0,"""我们宝掰真可爱""",wyyl,0.8563663964348034,0.5,False
1390,菲0921,Thu Mar 12 19:03:13 +0800 2020,1.0,"""高冷""",wyyl,0.45336450855382393,0.5,False
1391,蔡徐坤一直陪你呀,Thu Mar 12 13:13:33 +0800 2020,1.0,"""好调皮哦 让我们学他高冷，他明明一点都不高冷，忍得很辛苦吧哈哈哈哈哈哈哈 至于什么时候早生贵子，你居然问我，那不是两个人的事情吗""",wyyl,0.645742578362591,0.5,True
1392,金色森林银百川,Sun Mar 15 13:53:21 +0800 2020,1.0,"""原来热评都是这样捞起来的""",xlzy,0.4501307112834918,0.5,False
1393,凌晨0点0懿分的琳琳,Sun Mar 15 13:58:44 +0800 2020,1.0,"""5G没办法…哈哈哈哈哈""",xlzy,0.34620136818399405,0.5,False
1394,坤坤的迷妹cy,Sun Mar 15 15:17:51 +0800 2020,1.0,"""太可爱了！！！#蔡徐坤冲呀#""",xlzy,0.867729809784508,0.5,True
1395,守约狙我心,Fri Mar 13 00:21:27 +0800 2020,1.0,"""别的不说 他说话让我觉得他情商高 就这点我觉得值得欣赏 其实颜也不错hhhhhhh""",mgyl,0.9956368324927076,0.5,False
1396,年糕啊鱼丸,Fri Mar 13 00:21:27 +0800 2020,1.0,"""""",mgyl,0.5,0.5,False
1397,阿兹阿兹AzAz,Thu Mar 12 18:58:43 +0800 2020,1.0,"""哪里凶，哎""",wyyl,0.05882352941176472,0.5,False
1398,坤坤的小猫咪呐,Thu Mar 12 13:08:38 +0800 2020,1.0,"""文字版的蔡pd我来了！""",wyyl,0.9209655706947658,0.5,True
1399,三达布遛点儿十级孤独点炕,Fri Mar 13 00:20:54 +0800 2020,1.0,"""不是坤粉，但是还是会觉得，坤坤这么好，为什么这么多人黑他，他是那种哪怕一点也不了解的人，只要看一次他的舞台就没办法不被吸引的人。平时又很温柔体贴乖巧。真的不明白有什么好黑的，可能是红到极点自然黑吧""",mgyl,0.9948896601302732,0.5,False
1400,夜时雨BlaBlaBla,Sun Mar 15 13:52:15 +0800 2020,1.0,"""大厂工友一出手，热搜必须搞到手…哈哈哈哈谢谢我有笑到，太可爱了""",xlzy,0.8679174737301644,0.5,False
1401,胖胖的烟火嘿嘿嘿,Thu Mar 12 14:50:15 +0800 2020,1.0,"""不错""",wyyl,0.8612132352941176,0.5,False
1402,蓝莓夹心果酱,Fri Mar 13 00:18:51 +0800 2020,1.0,"""好好生活 坚持自己 千军万马和你一起""",mgyl,0.8404427645826112,0.5,False
1403,K葵味甜粥_T,Thu Mar 12 13:08:04 +0800 2020,1.0,"""来了，蔡PD""",wyyl,0.8182313426953005,0.5,False
1404,可爱的kakawo,Thu Mar 12 13:13:27 +0800 2020,1.0,"""看完啦，蔡徐坤好给力哦""",wyyl,0.940543470079061,0.5,False
1405,Youths0802,Thu Mar 12 19:23:50 +0800 2020,1.0,"""要高冷！""",wyyl,0.4274865722695774,0.5,True
1406,kun-九三,Sun Mar 15 13:59:08 +0800 2020,1.0,"""现在会截的意思是以前不会吗？？？""",xlzy,0.27408071570925685,0.5,False
1407,Kunkun麻麻歌迷,Thu Mar 12 19:37:57 +0800 2020,1.0,"""Ikun们新的一年让我们高冷起来[加油]""",wyyl,0.9120318621206063,0.5,False
1408,甜味_六公主,Fri Mar 13 00:19:35 +0800 2020,1.0,"""看到他云淡风轻提起这件事，除了心疼还很欣慰了，格局胸襟真的很开阔，每次说话和心灵鸡汤一样很通透，骨子里对女孩子的尊重和绅士，真的修养特别好的男孩子，坤一定会越来越好的 """,mgyl,0.999993566440948,0.5,False
1409,August麻迷,Sun Mar 15 15:13:49 +0800 2020,1.0,"""严格又不失温柔的蔡PD""",xlzy,0.996747819209147,0.5,False
1410,前前阿前,Fri Mar 13 00:19:25 +0800 2020,1.0,"""还记得当年全网黑的时候我都要成路人粉了(那时候我甚至还不知道他长啥样)也可能是因为他比我大不了几天 总觉得还是个孩子却承受那么多的恶意""",mgyl,0.8329111238653134,0.5,False
1411,胖胖的烟火嘿嘿嘿,Thu Mar 12 14:50:26 +0800 2020,1.0,"""复古。真得笑死我 啊哈哈哈""",wyyl,0.9883131173386811,0.5,False
1412,弃猫效应_,Sun Mar 15 13:45:14 +0800 2020,1.0,"""5g冲浪达人蔡徐坤，太有梗了吧""",xlzy,0.649325783558273,0.5,False
1413,yossinne,Sun Mar 15 16:11:47 +0800 2020,1.0,"""我爱蔡徐坤蔡徐坤""",xlzy,0.9799320383351545,0.5,False
1414,坤哥你你你要齁死我吗,Thu Mar 12 13:08:03 +0800 2020,1.0,"""来啦！文字版""",wyyl,0.7615477628870718,0.5,True
1415,不高兴的小小葵,Sun Mar 15 16:12:10 +0800 2020,1.0,"""好有梗好可爱""",xlzy,0.9181555608876553,0.5,True
1416,小黑猫踩雪,Thu Mar 12 14:51:08 +0800 2020,1.0,"""每次看蔡徐坤的采访都超级开心，最近采访他打开了好多，你对他善良，他也会慢慢收起保护的刺芒，变成一个大男孩@蔡徐坤""",wyyl,0.999938156746903,0.5,False
1417,正在努力描绘地图的小猫咪,Sun Mar 15 13:59:32 +0800 2020,1.0,"""哈哈哈哈哈哈哈蔡徐坤冲呀！#蔡徐坤点评#""",xlzy,0.9968366551857046,0.5,False
1418,Scenery-by,Fri Mar 13 00:20:51 +0800 2020,1.0,"""我比流言更早认识他""",mgyl,0.7386009401940071,0.5,False
1419,陈祺祺w,Fri Mar 13 00:20:30 +0800 2020,1.0,"""蔡徐坤说虞书欣像演了一部情景剧哈哈哈哈哈哈哈我突然粉上蔡徐坤了""",mgyl,0.9999897767611021,0.5,False
1420,种花家兔砸_mkun,Thu Mar 12 16:30:59 +0800 2020,1.0,"""这个小蔡，把我笑到了""",wyyl,0.6025128626193798,0.5,False
1421,他与猫O_o,Sun Mar 15 15:17:01 +0800 2020,1.0,"""@糯米团子嘛 快来""",xlzy,0.7867003532091738,0.5,False
1422,美少女战士-小怂,Fri Mar 13 00:37:21 +0800 2020,1.0,"""俺的意中人男孩——蔡徐坤""",mgyl,0.9916632273895211,0.5,False
1423,你的鱼奶奶已上线,Thu Mar 12 16:13:39 +0800 2020,1.0,"""来了来了""",wyyl,0.8333333333333333,0.5,False
1424,北沫-M,Thu Mar 12 13:11:41 +0800 2020,1.0,"""来啦来啦""",wyyl,0.5262327818078083,0.5,False
1425,沫妤筱14309,Fri Mar 13 00:37:00 +0800 2020,1.0,"""蔡徐坤""",mgyl,0.8182313426953005,0.5,False
1426,----Lussica,Thu Mar 12 13:11:41 +0800 2020,1.0,"""我还小，我不生""",wyyl,0.45697093863969973,0.5,False
1427,菜园子里的小猫咪K,Thu Mar 12 16:50:11 +0800 2020,1.0,"""哥我什么时候生子还不是在等你""",wyyl,0.1939637082121224,0.5,False
1428,葵小葵59508,Fri Mar 13 00:38:07 +0800 2020,1.0,"""绅士坤💛""",mgyl,0.3508009874402408,0.5,True
1429,小葵的旺仔奶呢,Sun Mar 15 13:56:36 +0800 2020,1.0,"""哈哈哈哈哈哈哈哈哈蛮不错的""",xlzy,0.9996525157674485,0.5,True
1430,甜甜小菜包,Thu Mar 12 16:37:43 +0800 2020,1.0,"""别把我们托付给像你这样的男生，我就想被托付给你 ! ! !""",wyyl,0.05651216469880016,0.5,False
1431,尚可如此·,Fri Mar 13 00:38:35 +0800 2020,1.0,"""真的要好好了解一个人 跟风黑真的很可怕""",mgyl,0.5621123065807913,0.5,False
1432,坤kun哥的小猫咪,Sun Mar 15 13:44:32 +0800 2020,1.0,"""好可爱啊""",xlzy,0.8789676580241895,0.5,True
1433,盆里有只喵,Thu Mar 12 13:11:21 +0800 2020,1.0,"""来啦@蔡徐坤""",wyyl,0.9529710292837047,0.5,False
1434,加油嗷力給,Fri Mar 13 00:39:25 +0800 2020,1.0,"""不能盲目跟风 所以要黑我就要黑到底""",mgyl,0.20637231907469333,0.5,False
1435,盐甜奶酪葵,Sun Mar 15 13:44:33 +0800 2020,1.0,"""蔡代表来了  蔡徐坤会截图的！不要再说他不会了啦  蔡徐坤越来越可爱了哈哈哈哈""",xlzy,0.9994147375087928,0.5,False
1436,达尔贝吉塔王子,Sun Mar 15 13:56:21 +0800 2020,1.0,"""蔡·不苟言笑·徐·我很严厉的·坤""",xlzy,0.9701723482582986,0.5,False
1437,小小黑黑黑仔仔,Fri Mar 13 00:37:23 +0800 2020,1.0,"""你打球像坤坤""",mgyl,0.44767845850986676,0.5,False
1438,在线吃菜,Thu Mar 12 16:45:05 +0800 2020,1.0,"""来迟了""",wyyl,0.5,0.5,False
1439,阿坤的chen小丹,Thu Mar 12 13:11:39 +0800 2020,1.0,"""文字版上线了""",wyyl,0.776918681717289,0.5,True
1440,Gnomeshgh_Kun,Sun Mar 15 13:57:49 +0800 2020,1.0,"""哈哈哈！！！太好玩了""",xlzy,0.6954759529988794,0.5,False
1441,逃之垚垚_,Sun Mar 15 13:58:57 +0800 2020,1.0,"""哈哈哈哈哈😂""",xlzy,0.855948838728563,0.5,False
1442,洋小羊有点强,Fri Mar 13 00:20:17 +0800 2020,1.0,"""之前只是路人，恶搞的时候也会跟着笑笑，但是他的豁达让我倍增好感！""",mgyl,0.7794867281922075,0.5,False
1443,再涟,Thu Mar 12 15:03:36 +0800 2020,1.0,"""好给力哦！""",wyyl,0.6070326781070209,0.5,False
1444,大迷糊小板凳,Sun Mar 15 16:05:23 +0800 2020,1.0,"""哈哈哈哈好可爱""",xlzy,0.9773510495340744,0.5,False
1445,欲擒故纵·,Sun Mar 15 13:44:54 +0800 2020,1.0,"""新采访！""",xlzy,0.6894109580969703,0.5,False
1446,菜包迷了坤,Thu Mar 12 17:52:34 +0800 2020,1.0,"""我来啦""",wyyl,0.5262327818078083,0.5,True
1447,SAMELE38557,Thu Mar 12 16:17:35 +0800 2020,1.0,"""啊啊啊涐才看到""",wyyl,0.36307642375972804,0.5,False
1448,ikun王木木,Sun Mar 15 15:31:47 +0800 2020,1.0,"""蔡徐坤真的好好，他说：男生怎么样都行，女生还是要保护好自己的身体健康最重要""",xlzy,0.9961380866610116,0.5,False
1449,诺曼底的海NORMANDY,Fri Mar 13 00:37:58 +0800 2020,1.0,"""这团体的名字咋听起来像某种病毒""",mgyl,0.9883769167331282,0.5,False
1450,苏浅忆girl,Thu Mar 12 16:17:24 +0800 2020,1.0,"""""",wyyl,0.5,0.5,False
1451,AU_子衿,Fri Mar 13 00:37:51 +0800 2020,1.0,"""我不懂浪漫，但我关于浪漫的所有想象都是你@蔡徐坤""",mgyl,0.9967173743051979,0.5,False
1452,冥麟九儿,Fri Mar 13 00:37:50 +0800 2020,1.0,"""鸡你太美""",mgyl,0.8368600098612355,0.5,False
1453,ANTIDOTE_X限定夢境,Sun Mar 15 13:56:37 +0800 2020,1.0,"""哈哈哈哈大厂革命友谊绝了""",xlzy,0.9997320127724539,0.5,False
1454,嘿史迪仔仔,Fri Mar 13 00:37:46 +0800 2020,1.0,"""当初看偶练的时候非常喜欢他呀，从节目里就能看的出来人品真的超级好。很低调很谦逊但实力又超级强，当初喜欢他就是因为他的人品加实力。后来被这么黑真的好心疼他，明明这么好一个孩子年纪又小，要是我早就承受不住了""",mgyl,0.983226983781786,0.5,False
1455,黎黎AK,Mon Mar 16 18:40:06 +0800 2020,1.0,"""Ella可爱又幽默""",xlyl,0.8012926014213693,0.5,False
1456,月月和你lk,Sun Mar 15 14:07:53 +0800 2020,1.0,"""蔡PD好有梗啊""",xlzy,0.8742715402222967,0.5,False
1457,OHMAYA,Sun Mar 15 13:54:26 +0800 2020,1.0,"""呀，新的采访""",xlzy,0.7114413213686993,0.5,False
1458,生是王八人死是王八鬼,Fri Mar 13 00:16:51 +0800 2020,1.0,"""未知全貌，不予置评，有些人真的永远学不会。也希望无法击败你的，终将使你更强大""",mgyl,0.9810402151188822,0.5,False
1459,关妍AaaaaK,Sun Mar 15 14:00:23 +0800 2020,1.0,"""温柔又严格的蔡PD我好爱哈哈哈哈太有梗了哈哈哈笑死我了这也太可爱了叭蔡徐坤冲呀！！@蔡徐坤 蔡徐坤 cxk 巨C""",xlzy,0.999930739680569,0.5,False
1460,没有意外的六公主,Thu Mar 12 13:14:33 +0800 2020,1.0,"""“我做饭水平太厉害了。一般不轻易出手，出手的话就应该，下一顿就不会再想吃了。”哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈""",wyyl,0.9997344032344303,0.5,False
1461,奶生超爱抱小葵,Thu Mar 12 13:07:44 +0800 2020,1.0,"""来啦来啦""",wyyl,0.5262327818078083,0.5,True
1462,子衿_suu,Thu Mar 12 14:47:02 +0800 2020,1.0,"""哈哈哈有梗""",wyyl,0.855948838728563,0.5,False
1463,龙七是他的妞,Thu Mar 12 14:46:53 +0800 2020,1.0,"""来了!""",wyyl,0.10000000000000009,0.5,False
1464,蔡泽雪,Sun Mar 15 13:59:55 +0800 2020,1.0,"""Pd好可爱哈哈哈哈哈""",xlzy,0.9749058174832126,0.5,False
1465,甜葵星球_,Sun Mar 15 15:10:35 +0800 2020,1.0,"""蔡代表冲鸭""",xlzy,0.7127463257104784,0.5,True
1466,肉肉-Cinderella,Sun Mar 15 13:51:58 +0800 2020,1.0,"""笑死我了“大厂工友一出手 热搜必须搞到手”蔡徐坤怎么这么有梗""",xlzy,0.6739675069735721,0.5,False
1467,大瓜酱_Y,Thu Mar 12 13:07:34 +0800 2020,1.0,"""要高冷""",wyyl,0.45336450855382393,0.5,False
1468,xaria,Sun Mar 15 15:10:25 +0800 2020,1.0,"""打脸了打脸了""",xlzy,0.2322799779350212,0.5,False
1469,万里层云遮不住,Fri Mar 13 00:17:55 +0800 2020,1.0,"""沉稳了很多诶。我就是当一个人被黑得很惨的时候会影响我观感，但是如果他能抗住并有所进步的话就很圈我好感。小蔡不错""",mgyl,0.984329584932869,0.5,False
1470,学好贝叶斯,Fri Mar 13 00:17:55 +0800 2020,1.0,"""🐔你太美""",mgyl,0.7194834817444434,0.5,False
1471,xaria,Sun Mar 15 15:10:09 +0800 2020,1.0,"""哈哈哈，你又预测错啦""",xlzy,0.9822958536300646,0.5,False
1472,八月拾忆,Thu Mar 12 13:07:29 +0800 2020,1.0,"""蔡pd啊啊啊啊啊我来啦""",wyyl,0.9704472370193904,0.5,True
1473,大黑小申,Sun Mar 15 15:09:29 +0800 2020,1.0,"""蔡PD原来这么有梗，太可爱了""",xlzy,0.8793258107495816,0.5,False
1474,ikk的麻麻,Thu Mar 12 13:15:03 +0800 2020,1.0,"""哈哈，麻麻从今天开始要高冷！""",wyyl,0.18305977848931743,0.5,False
1475,liuchunlin19983,Thu Mar 12 13:15:25 +0800 2020,1.0,"""哈哈哈哈哈蔡代表太有梗了吧，今晚不见不散""",wyyl,0.9228442191226401,0.5,False
1476,月月和你lk,Thu Mar 12 13:52:19 +0800 2020,1.0,"""幽默可爱蔡徐坤""",wyyl,0.9477872400665448,0.5,False
1477,蔡家小妖-蕙质兰心,Sun Mar 15 16:35:47 +0800 2020,1.0,"""好可爱的蔡代表，温柔而又不失温柔，好喜欢""",xlzy,0.9993565965089443,0.5,False
1478,十里飘香你真香,Thu Mar 12 13:06:55 +0800 2020,1.0,"""来了来了，我宝贝好可爱""",wyyl,0.9917915018869431,0.5,False
1479,小星很爱坤,Sun Mar 15 13:51:18 +0800 2020,1.0,"""哈哈哈哈哈好可爱""",xlzy,0.9773510495340744,0.5,True
1480,这里方乐乐,Sun Mar 15 16:29:05 +0800 2020,1.0,"""哈哈哈哈真的太可爱啦""",xlzy,0.9144107774882793,0.5,False
1481,xuezhen1234,Fri Mar 13 00:16:00 +0800 2020,1.0,"""哎，是我就没办法走出来吧！感谢你蔡徐坤一直用行动教会我成长！也感谢ikun们这两年我们不离不弃一起挺过来！爱你们！坤哥！爱你哦！""",mgyl,0.9998846492633386,0.5,False
1482,Fancy_Kun,Fri Mar 13 18:02:16 +0800 2020,1.0,"""文字版，也存一下！""",wyyl,0.6946896957419678,0.5,False
1483,蔡徐坤你不是单枪匹马,Sun Mar 15 15:06:07 +0800 2020,1.0,"""他太可爱了""",xlzy,0.6663463298769546,0.5,True
1484,数据IK66,Sun Mar 15 16:26:22 +0800 2020,1.0,"""哈哈哈哈哈哈哈""",xlzy,0.9751349273004098,0.5,False
1485,快乐不打烊86560,Sun Mar 15 15:05:55 +0800 2020,1.0,"""他现在采访越来越放松了 真好""",xlzy,0.9139959620249791,0.5,False
1486,Miss--chenGaGa,Fri Mar 13 00:14:49 +0800 2020,1.0,"""世界对我充满恶意，但是我还是微笑面对世界。""",mgyl,0.9997552321441011,0.5,False
1487,以以追奎环游记,Sun Mar 15 14:01:03 +0800 2020,1.0,"""太逗了哈哈哈哈哈哈""",xlzy,0.8561117782395723,0.5,False
1488,快乐不打烊86560,Sun Mar 15 15:05:31 +0800 2020,1.0,"""天呐 蔡徐坤好可爱啊""",xlzy,0.9625741522265007,0.5,False
1489,雯是我文是你eve,Fri Mar 13 00:11:55 +0800 2020,1.0,"""对坤坤路转粉了，好温柔又大度，爱了！""",mgyl,0.9475747095554334,0.5,False
1490,-冰岛恋·坤子哥-,Thu Mar 12 13:15:30 +0800 2020,1.0,"""我还不打算早生贵子""",wyyl,0.2966725581532773,0.5,True
1491,so婕昕to,Thu Mar 12 13:06:23 +0800 2020,1.0,"""来看蔡PD""",wyyl,0.8523446949005428,0.5,False
1492,花语香恋_10780,Mon Mar 16 10:28:20 +0800 2020,1.0,"""来了来了，蔡老头""",wyyl,0.9268186334603119,0.5,False
1493,KUN-伊栀,Thu Mar 12 13:07:24 +0800 2020,1.0,"""来啦""",wyyl,0.5262327818078083,0.5,True
1494,蔡小葵家Amy,Thu Mar 12 13:14:51 +0800 2020,1.0,"""通透幽默的蔡PD""",wyyl,0.7261533052122288,0.5,True
1495,禁欲的守护神,Sun Mar 15 14:00:13 +0800 2020,1.0,"""好的#蔡徐坤冲呀#""",xlzy,0.6760387877973296,0.5,False
1496,ikun姬荣,Sun Mar 15 16:20:47 +0800 2020,1.0,"""我的坤制作人""",xlzy,0.7297953905324696,0.5,False
1497,穷十口蔡,Sun Mar 15 13:50:23 +0800 2020,1.0,"""哈哈哈哈哈哈""",xlzy,0.9751349273004098,0.5,False
1498,初商一四,Sun Mar 15 14:02:06 +0800 2020,1.0,"""蔡PD真的超级可爱的！！""",xlzy,0.9193670151483284,0.5,False
1499,菜困_ssle,Fri Mar 13 00:12:20 +0800 2020,1.0,"""热爱无罪""",mgyl,0.8152072787670052,0.5,True
1500,抱紧我的小菜包,Thu Mar 12 13:16:03 +0800 2020,1.0,"""来啦来啦 蔡徐坤太有梗了""",wyyl,0.656623260731103,0.5,False
1501,疯疯癫癫的戏精日常skr,Thu Mar 12 15:52:07 +0800 2020,1.0,"""嗷嗷嗷嗷嗷嗷""",wyyl,0.37165162461671686,0.5,False
1502,蓝淳baby,Fri Mar 13 00:12:01 +0800 2020,1.0,"""#蔡徐坤 打篮球只是我的爱好##蔡徐坤耳朵红了#  “曾经我也以为打篮球是我的特长 后来我才知道这只是我的爱好 ”无惧流言，不必顺应！@蔡徐坤""",mgyl,0.995956952648675,0.5,False
1503,暗夜行凶,Sun Mar 15 13:50:30 +0800 2020,1.0,"""#蔡徐坤点评# #蔡徐坤 青你2制作人代表# 笑死了蔡徐坤居然也是会说把评论捞上来的人 帅哥好幽默我爱了""",xlzy,0.9931370832008614,0.5,False
1504,秋秋嫣然一笑,Sun Mar 15 13:50:54 +0800 2020,1.0,"""超棒的蔡PD""",xlzy,0.9733150311039347,0.5,False
1505,舞絮月玲0802,Fri Mar 27 19:26:49 +0800 2020,1.0,"""被逼无奈的酷盖""",wbzy,0.5347083488969978,0.5,True
1506,对洁琼心动,Fri Mar 13 00:13:32 +0800 2020,1.0,"""很烦恶意剪辑，cxk人确实挺好的""",mgyl,0.7898808636691693,0.5,False
1507,gengdieG-D,Fri Mar 13 00:13:33 +0800 2020,1.0,"""他的释怀让我哭一晚上""",mgyl,0.7473854828430511,0.5,False
1508,靓坨_蔡徐坤ikun0802,Thu Mar 12 13:06:14 +0800 2020,1.0,"""中文情歌要来了啊啊啊啊啊 音乐粉好开心啊""",wyyl,0.9720034832759796,0.5,True
1509,lkun永远守护kun,Thu Mar 12 13:06:14 +0800 2020,1.0,"""来了来了""",wyyl,0.8333333333333333,0.5,False
1510,懒猫小伍,Fri Mar 13 00:13:30 +0800 2020,1.0,"""屌了个天的热搜""",mgyl,0.17791542489253165,0.5,False
1511,犹在镜中jpd,Tue Mar 17 00:54:51 +0800 2020,1.0,"""ella也太会讲了哈哈""",xlyl,0.4620797808547893,0.5,False
1512,云和枝AK47,Thu Mar 12 13:05:43 +0800 2020,1.0,"""那我也问一下蔡徐坤：什么时候跟我生孩子""",wyyl,0.8653037802769711,0.5,False
1513,ikun姬荣,Thu Mar 12 13:05:45 +0800 2020,1.0,"""物料满满手忙脚乱爱这种忙碌""",wyyl,0.5358680299200878,0.5,False
1514,储蓄卡的蛋炒饭,Thu Mar 12 13:05:46 +0800 2020,1.0,"""啊啊啊啊，好期待啊""",wyyl,0.965186962020486,0.5,False
1515,Ikun是我唯一的名字,Thu Mar 12 14:24:04 +0800 2020,1.0,"""文字版来了！""",wyyl,0.6916781776054861,0.5,False
1516,搞黄会变成烤猪肉的,Sun Mar 15 13:51:31 +0800 2020,1.0,"""好可爱啊今天又昏了""",xlzy,0.8673424330379874,0.5,False
