Usename,Time,Like_count,Floor_number,Sourse,Comments
葵的终生歌迷朋友,Thu Apr 23 22:22:16 +0800 2020,9,157998,,""""""
月亮找我玩,Fri Apr 24 00:28:27 +0800 2020,8,198163,,"""天啊"""
雪音呀,Thu Apr 23 18:37:33 +0800 2020,6,2810,,"""好好照顾自己，想你宝贝！"""
大奎葵花籽KUN,Thu Apr 23 18:37:26 +0800 2020,6,1961,,"""哥哥！！！爱你"""
坤的Sophy,Fri Apr 24 00:09:05 +0800 2020,7,192519,,"""辛苦了，早点休息"""
IKUN1207,Thu Apr 23 22:08:15 +0800 2020,7,153467,,""""""
可乐要冒泡啊,Thu Apr 23 22:04:18 +0800 2020,7,152112,,"""怎么这么好看"""
帮lili打开雪碧,Thu Apr 23 21:59:59 +0800 2020,7,150543,,"""宝贝想你"""
多一点偏执,Thu Apr 23 21:52:59 +0800 2020,7,148060,,"""啊，我的宝贝好帅！"""
青春的YOUNG子,Thu Apr 23 21:45:00 +0800 2020,7,145146,,"""帅哥发照片啦！"""
超爱小蔡鸭,Thu Apr 23 20:01:05 +0800 2020,8,110482,,"""蔡徐坤我来了@蔡徐坤"""
甜橙味的汽水儿,Thu Apr 23 19:50:07 +0800 2020,8,105679,,""""""
兮···,Thu Apr 23 19:48:56 +0800 2020,8,105118,,"""2020.4.23…依旧是喜欢蔡先生的一天🦁@蔡徐坤"""
每天狂舔我坤prprpr,Thu Apr 23 19:48:17 +0800 2020,8,104841,,"""帅哥，你来啦"""
半糖布蕾甜葵,Thu Apr 23 19:42:50 +0800 2020,8,102065,,"""今晚看你"""
好香的菜啊,Thu Apr 23 19:33:42 +0800 2020,8,96504,,"""啊啊啊啊啊啊啊啊"""
禾几阿葵-,Thu Apr 23 19:01:08 +0800 2020,8,67305,,"""靠 我好土 落叶归根我归你"""
刘琳_Jenny,Fri Apr 24 00:06:23 +0800 2020,7,191665,,"""“你怎么这么好看”❤️"""
Sindy_Xxxzzz,Thu Apr 23 23:46:03 +0800 2020,7,185296,,"""来了，小狮子🦁️"""
小葵营养日记,Thu Apr 23 21:36:45 +0800 2020,7,142346,,"""啊啊啊啊啊啊啊哥哥哥哥哥哥"""
葵葵的一撮呆毛,Thu Apr 23 19:45:27 +0800 2020,7,103444,,"""啊啊啊啊啊我的帅宝贝！！！"""
AaWwwBb,Thu Apr 23 19:00:03 +0800 2020,9,65654,,"""哈？？！哥哥你为什么只放一张照片"""
瑾瑜_Aug,Thu Apr 23 18:37:43 +0800 2020,8,4011,,"""好看"""
Cherry栗子之歌,Thu Apr 23 20:10:21 +0800 2020,7,114386,,"""我滴乖乖，现在看到你照片我怎么老是傻开心"""
玛雅在么,Thu Apr 23 18:54:06 +0800 2020,6,56891,,"""坤坤在干嘛呢？"""
想想画画,Thu Apr 23 21:27:28 +0800 2020,6,139201,,"""啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊！"""
我爱蔡蔡蔡小葵,Thu Apr 23 18:37:17 +0800 2020,6,956,,"""好好看"""
ay坤哥厉害了,Thu Apr 23 18:37:27 +0800 2020,6,2081,,"""啊啊啊弟弟"""
最爱储蓄卡-,Thu Apr 23 20:18:16 +0800 2020,7,117525,,"""哥哥我可以！！！！！"""
sosoikun,Thu Apr 23 20:16:04 +0800 2020,6,116683,,"""好看死了！啊啊啊啊啊！今天又是沉醉在哥哥美貌中的一天"""
kun大儿子,Thu Apr 23 20:14:59 +0800 2020,6,116322,,"""我崽"""
33呼呼33,Thu Apr 23 20:05:59 +0800 2020,6,112666,,"""什么哟"""
迷人蔡葵葵,Thu Apr 23 20:04:25 +0800 2020,6,111953,,""""""
柠萌0802,Thu Apr 23 20:00:00 +0800 2020,6,110009,,"""帅哥（化身尖叫鸡）"""
丽挽狂澜84996,Thu Apr 23 19:59:54 +0800 2020,6,109964,,"""太帅啦"""
火龙果呦呦,Thu Apr 23 19:56:36 +0800 2020,6,108606,,"""坤坤我爱你"""
蔡困哥哥的小猫咪,Thu Apr 23 19:53:15 +0800 2020,6,107197,,"""我的天哪，睫毛精"""
小冉很爱坤,Thu Apr 23 19:42:28 +0800 2020,6,101832,,"""想你了 哥哥"""
一只可爱的猫咪mm,Thu Apr 23 19:39:07 +0800 2020,6,99949,,"""啊啊啊啊啊坤坤我爱你"""
菜包大人的小猫咪,Thu Apr 23 19:38:14 +0800 2020,6,99458,,"""太感动了，终于发微博了"""
August-贪吃的三宝-ikun,Thu Apr 23 19:33:42 +0800 2020,7,96503,,"""崽崽 帅"""
奶茶戒不了TT,Thu Apr 23 19:18:48 +0800 2020,5,86505,,""""""
一只小葵_,Thu Apr 23 19:11:44 +0800 2020,6,80340,,"""这咋还少一张呀坤子哥"""
Crazy·z,Thu Apr 23 18:49:14 +0800 2020,6,47877,,"""你好，帅哥。"""
蔡慕雪,Thu Apr 23 18:44:06 +0800 2020,6,34392,,"""啊啊啊啊啊啊啊啊啊啊啊啊啊好帅"""
